"evidence_id","master_id","field_name","extracted_value","evidence_text","evidence_url","page_title","source_authority","published_date","retrieved_date","evidence_type","supports_identity","supports_ownership","supports_status","confidence","review_notes"
"dpiit_evidence_80iac_eligibility","dpiit_master_3b767c3b91080149015f","eligibility","Applicant must be a DPIIT-recognised startup constituted as a private limited company or limited liability partnership, incorporated on or after 1 April 2016, with turnover not exceeding INR 100 crore in any financial year since incorporation, and must satisfy the conditions under Section 80-IAC. The business must not have been formed by splitting up or reconstruction of an existing business or by transfer of previously used plant or machinery, except where statutory exceptions apply.","The official form requires DPIIT recognition, Private Limited Company or LLP status, incorporation on or after 1 April 2016, age below ten years, turnover below INR 100 crore, innovation or scalability, and no reconstruction of an existing business.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_ELIGIBILITY_PAGE","false","false","true","1.00",""
"dpiit_evidence_80iac_beneficiary","dpiit_master_3b767c3b91080149015f","beneficiary_type","DPIIT-recognised private limited companies and limited liability partnerships that satisfy Section 80-IAC eligibility conditions.","The official eligibility section limits applicants to DPIIT-recognised Private Limited Companies and Limited Liability Partnerships meeting the stated conditions.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_ELIGIBILITY_PAGE","false","false","true","1.00",""
"dpiit_evidence_80iac_benefits","dpiit_master_3b767c3b91080149015f","benefits","Eligible startups receiving certification may claim a deduction of 100 percent of profits and gains derived from the eligible business for three consecutive assessment years selected from the first ten years since incorporation, subject to the Income-tax Act.","The official page states that eligible startups can avail a 100 percent tax deduction for three consecutive financial years within their first ten years.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_BENEFIT_PAGE","false","false","true","1.00","Actual tax claims remain subject to the Income-tax Act and applicable assessment requirements."
"dpiit_evidence_80iac_application_process","dpiit_master_3b767c3b91080149015f","application_process","Obtain DPIIT Startup Recognition first; open the official Form 80-IAC application on the Startup India portal; complete the application and declarations; upload the applicable supporting documents; submit the application to the Inter-Ministerial Board through the DPIIT portal; and monitor the application status online.","The official form requires confirmation of recognition details, completion of the 80-IAC form and evaluation sections, uploading documents, accepting the terms and submitting the application.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_APPLICATION_INSTRUCTIONS","false","false","true","0.99",""
"dpiit_evidence_80iac_required_documents","dpiit_master_3b767c3b91080149015f","required_documents","Applicable documents include incorporation or registration evidence, shareholding details, board resolution where applicable, income-tax return acknowledgements, audited financial statements for the applicable years, chartered-accountant certifications and declarations concerning formation and financial information, and supporting material such as the pitch deck and application video as required by the official form.","The official form lists shareholding details, resolutions, income-tax returns, audited statements, CA certifications, pitch deck and other supporting evidence, with some items conditional on the applicant's circumstances.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_DOCUMENT_CHECKLIST","false","false","true","0.96","Mandatory and conditional items require clearer public presentation."
"dpiit_evidence_80iac_official_page","dpiit_master_3b767c3b91080149015f","official_page_url","https://www.startupindia.gov.in/content/sih/en/form80iac.html","This is the official Startup India Form 80-IAC service page preserved in the governed service registry.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_SERVICE_PAGE","true","false","true","1.00",""
"dpiit_evidence_80iac_application_url","dpiit_master_3b767c3b91080149015f","application_url","https://www.startupindia.gov.in/content/sih/en/form80iac.html","The official Form 80-IAC page contains the application stages, upload fields and final submission action.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_APPLICATION_PORTAL","false","false","true","1.00","Login or registration may be required to complete submission."
"dpiit_evidence_80iac_notification","dpiit_master_3b767c3b91080149015f","notification_url","https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf","The official Income Tax Exemption page references G.S.R. 127(E) for the Section 80-IAC framework.","https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf","Gazette Notification G.S.R. 127(E)","Department for Promotion of Industry and Internal Trade","2019-02-19","2026-07-12","OFFICIAL_NOTIFICATION","true","true","false","1.00",""
"dpiit_evidence_80iac_identity_url","dpiit_master_3b767c3b91080149015f","identity_evidence_url","https://www.startupindia.gov.in/content/sih/en/form80iac.html","The official application form supports the separately governed 80-IAC service identity.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_IDENTITY_EVIDENCE","true","false","true","1.00",""
"dpiit_evidence_80iac_ownership_url","dpiit_master_3b767c3b91080149015f","ownership_evidence_url","https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf","The official notification supports ownership by the Ministry of Commerce and Industry and DPIIT.","https://www.startupindia.gov.in/content/dam/invest-india/Templates/public/198117.pdf","Gazette Notification G.S.R. 127(E)","Department for Promotion of Industry and Internal Trade","2019-02-19","2026-07-12","OFFICIAL_OWNERSHIP_EVIDENCE","false","true","false","1.00",""
"dpiit_evidence_80iac_status_url","dpiit_master_3b767c3b91080149015f","status_evidence_url","https://www.startupindia.gov.in/content/sih/en/form80iac.html","The current official form displays the active application workflow, document requirements and submission steps.","https://www.startupindia.gov.in/content/sih/en/form80iac.html","80-IAC","Startup India / DPIIT","","2026-07-12","OFFICIAL_STATUS_EVIDENCE","false","false","true","0.98",""
"dpiit_evidence_fof2_canonical_name","dpiit_master_c89f3d410e746f1594dc","canonical_name","Startup India Fund of Funds 2.0","The notification establishes the official Startup India Fund of Funds 2.0 identity.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","true","true","true","1.00",""
"dpiit_evidence_fof2_abbreviation","dpiit_master_c89f3d410e746f1594dc","official_abbreviation","Startup India FoF 2.0","The official notification uses the abbreviated name Startup India FoF 2.0.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","true","false","true","1.00",""
"dpiit_evidence_fof2_record_kind","dpiit_master_c89f3d410e746f1594dc","record_kind","SCHEME","The Gazette and operational guidelines expressly describe FoF 2.0 as a Scheme.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","true","true","true","1.00","SCHEME is the governed SSIP record classification."
"dpiit_evidence_fof2_ministry","dpiit_master_c89f3d410e746f1594dc","owning_ministry","Ministry of Commerce and Industry","The notification was issued under the Ministry of Commerce and Industry.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Ministry of Commerce and Industry","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","false","true","false","1.00",""
"dpiit_evidence_fof2_department","dpiit_master_c89f3d410e746f1594dc","owning_department","Department for Promotion of Industry and Internal Trade (DPIIT)","DPIIT is the issuing department and scheme-governance authority.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","false","true","true","1.00",""
"dpiit_evidence_fof2_agency","dpiit_master_c89f3d410e746f1594dc","implementing_agency","SIDBI","The operational guidelines designate SIDBI to begin implementing FoF 2.0.","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","Operational Guidelines for Startup India Fund of Funds 2.0","Department for Promotion of Industry and Internal Trade","","2026-07-12","OFFICIAL_OPERATIONAL_GUIDELINES","false","true","true","1.00","Additional domestic implementation agencies may be selected later."
"dpiit_evidence_fof2_platform","dpiit_master_c89f3d410e746f1594dc","platform_host","Startup India","Startup India hosts the scheme notification and official scheme information.","https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf","Startup India Fund of Funds 2.0 Scheme","Startup India / DPIIT","2026-04-13","2026-07-12","OFFICIAL_PLATFORM_PAGE","true","false","true","0.99","Platform hosting is not used independently as ownership evidence."
"dpiit_evidence_fof2_status","dpiit_master_c89f3d410e746f1594dc","programme_status","APPLICATION_INFORMATION_AVAILABLE","Official guidance provides an AIF application route and current operational process.","https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf","Startup India Schemes Playbook June 2026","Startup India / DPIIT","","2026-07-12","OFFICIAL_CURRENT_SCHEME_GUIDE","false","false","true","0.98","Application information applies to AIFs, not direct startup applications."
"dpiit_evidence_fof2_objective","dpiit_master_c89f3d410e746f1594dc","objective","Increase access to venture capital across startup stages and sectors, with focused support for deep technology, early-growth ventures, innovative manufacturing and long-gestation technologies.","The notification identifies venture-capital access and priority innovation segments as core objectives.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","false","true","true","1.00",""
"dpiit_evidence_fof2_eligibility","dpiit_master_c89f3d410e746f1594dc","eligibility","Direct applicants are SEBI-registered Category I and Category II Alternative Investment Funds. Supported AIFs must invest in entities recognised as startups by DPIIT and comply with the applicable segment-wise conditions in the operational guidelines.","Operational guidelines permit Category I and Category II SEBI-registered AIFs.","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","Operational Guidelines for Startup India Fund of Funds 2.0","Department for Promotion of Industry and Internal Trade","","2026-07-12","OFFICIAL_OPERATIONAL_GUIDELINES","false","true","true","1.00",""
"dpiit_evidence_fof2_beneficiary","dpiit_master_c89f3d410e746f1594dc","beneficiary_type","SEBI-registered Category I and Category II Alternative Investment Funds as direct recipients, and DPIIT-recognised startups as downstream investees.","AIFs receive scheme commitments and DPIIT-recognised startups receive downstream investments.","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","Operational Guidelines for Startup India Fund of Funds 2.0","Department for Promotion of Industry and Internal Trade","","2026-07-12","OFFICIAL_OPERATIONAL_GUIDELINES","false","false","true","1.00",""
"dpiit_evidence_fof2_startup_stage","dpiit_master_c89f3d410e746f1594dc","startup_stage","Deep technology, early-growth, technology-driven innovative manufacturing, and sector- or stage-agnostic startups.","The guidelines define deep-tech, early-growth, manufacturing and stage-agnostic segments.","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","Operational Guidelines for Startup India Fund of Funds 2.0","Department for Promotion of Industry and Internal Trade","","2026-07-12","OFFICIAL_OPERATIONAL_GUIDELINES","false","false","true","1.00",""
"dpiit_evidence_fof2_benefits","dpiit_master_c89f3d410e746f1594dc","benefits","Indirect access to venture capital and mentoring through selected Alternative Investment Funds. The total scheme corpus is INR 10,000 crore, but startup-level investment varies by AIF and segment.","The scheme channels its corpus through AIFs for startup investment and mentoring.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Startup India Fund of Funds 2.0 Notification","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","false","true","true","1.00","Scheme corpus is not treated as a per-startup funding maximum."
"dpiit_evidence_fof2_application_process","dpiit_master_c89f3d410e746f1594dc","application_process","SEBI-registered AIFs submit detailed applications through SIDBI's Fund Application Portal and undergo eligibility screening, due diligence and consideration by the Venture Capital Investment Committee. Eligible startups may approach selected AIFs for investment; startups do not apply directly to DPIIT for FoF 2.0 capital.","AIFs apply through SIDBI; startups seek investments from supported AIFs.","https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf","Startup India Schemes Playbook June 2026","Startup India / DPIIT","","2026-07-12","OFFICIAL_APPLICATION_GUIDANCE","false","false","true","0.98",""
"dpiit_evidence_fof2_official_page","dpiit_master_c89f3d410e746f1594dc","official_page_url","https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf","The governed master URL is an official Startup India-hosted scheme notification.","https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf","Startup India Fund of Funds 2.0 Scheme","Startup India / DPIIT","2026-04-13","2026-07-12","OFFICIAL_SCHEME_DOCUMENT","true","false","true","0.99","URL preserved from DPIIT v3.4.1.0.2."
"dpiit_evidence_fof2_application_url","dpiit_master_c89f3d410e746f1594dc","application_url","https://vcfapplication.sidbi.in/login","The official playbook directs AIF applicants to SIDBI's Fund Application Portal.","https://www.startupindia.gov.in/content/dam/startupindia/homebanners/Startup-Schemes-Playbook-June-2026.pdf","Startup India Schemes Playbook June 2026","Startup India / DPIIT","","2026-07-12","OFFICIAL_APPLICATION_GUIDANCE","false","false","true","0.98","This portal is for eligible AIFs."
"dpiit_evidence_fof2_guideline_url","dpiit_master_c89f3d410e746f1594dc","guideline_url","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","DPIIT issued separate operational guidelines for FoF 2.0.","https://www.dpiit.gov.in/static/uploads/2026/04/8949d8e0dabf11cb9291b00ec1d1f727.pdf","Operational Guidelines for Startup India Fund of Funds 2.0","Department for Promotion of Industry and Internal Trade","","2026-07-12","OFFICIAL_OPERATIONAL_GUIDELINES","true","true","true","1.00",""
"dpiit_evidence_fof2_notification_url","dpiit_master_c89f3d410e746f1594dc","notification_url","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","S.O. 1860(E) establishes and operationalises Startup India FoF 2.0.","https://www.dpiit.gov.in/static/uploads/2026/04/d02f1b35bcc661c31e8cb2229dcd9475.pdf","Gazette Notification S.O. 1860(E)","Department for Promotion of Industry and Internal Trade","2026-04-13","2026-07-12","OFFICIAL_NOTIFICATION","true","true","true","1.00",""
"dpiit_evidence_fof2_identity_url","dpiit_master_c89f3d410e746f1594dc","identity_evidence_url","https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf","The official scheme document supports the locked FoF 2.0 identity.","https://www.startupindia.gov.in/content/dam/startupindia/Startup-India-Fund-of-Funds-2.0-Scheme.pdf","Startup India Fund of Funds 2.0 Scheme","Startup India / DPIIT","2026-04-13","2026-07-12","OFFICIAL_IDENTITY_EVIDENCE","true","false","true","0.99",""
