evidence_id,provisional_entity_id,evidence_type,source_id,source_url,source_title,evidence_text,evidence_confidence
dst_identity_evidence_1c5b154c3d885f817dac,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_1b659bb9e623ba57b041,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_181277153e3a4505b2a3,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_c52b62cb771af5fc4896,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_1b77f5cc84d5ac901180,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_409e91e1d479657bd8c3,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_fbfaef6cc151647e8809,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),S&T Capacity Building Programmes,0.8500
dst_identity_evidence_d887e979420049297582,dst_provisional_programme_42fc5916ea5eed40e7da,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,S&T Capacity Building Programmes,0.8500
dst_identity_evidence_9104fc576bfcf861e66d,dst_provisional_programme_926695ed741ca40b92a3,OFFICIAL_MASTER_PAGE,dst_page_d621c5092f9508a0ab92,https://dst.gov.in/institutional-capacity-building-programmes,Institutional Capacity Building Programmes,"Institutional Capacity Building Programmes R&D Infrastructure Division The R&D Infrastructure Division of the Department aims to strengthen the S&T infrastructure of the country by fostering well-equipped R&D labs in the academic/ research institutes/ universities as well as a strong culture of research collaboration between institutions and across disciplines. It has six schemes the objectives of which, at large, are establishment of R&D labs, Training, upgradation of research facilities orienting towards creating a self- reliant India. FIST (Fund for Improvement of S&T Infrastructure in Univ",0.7577
dst_identity_evidence_c74b0aa6d2891cd2b73c,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_11d024cb16ab470e6bc0,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_c85cda4150eda58fb614,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_abdf28e1e5fa72a7c180,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_5997024874b364ddecc6,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_1b06607e15b48b13e012,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_4a505b758b50d0b056f5,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_a335cfec7b0654966c26,dst_provisional_programme_926695ed741ca40b92a3,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,Institutional Capacity Building Programmes,0.8500
dst_identity_evidence_5553712c171dd8b04ef6,dst_provisional_programme_749ad5f399c75fb7561d,OFFICIAL_MASTER_PAGE,dst_page_f440cb529dab68382cfc,https://dst.gov.in/research-development-programmes,Research & Development Programmes,Research & Development Programmes Nano Science and Technology (NS&T) National Geospatial Programme (NGP) Cognitive Science Research Initiative (CSRI),0.3947
dst_identity_evidence_b814cec4c877cf23c6e8,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,Research & Development Programmes,0.8500
dst_identity_evidence_28c0510aa2c8ad34791d,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,Research & Development Programmes,0.8500
dst_identity_evidence_b174e1b9007f95ef818c,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,Research & Development Programmes,0.8500
dst_identity_evidence_4072758d8e8b00ae87be,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,Research & Development Programmes,0.8500
dst_identity_evidence_507e962fdb8804721bbc,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,Research & Development Programmes,0.8500
dst_identity_evidence_8ce61487ef97bd2027d0,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Research & Development Programmes,0.8500
dst_identity_evidence_1eb036a79fa5b9e3179e,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),Research & Development Programmes,0.8500
dst_identity_evidence_d74056701a466439094e,dst_provisional_programme_749ad5f399c75fb7561d,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,Research & Development Programmes,0.8500
dst_identity_evidence_9cd39a102734d3f7eb57,dst_provisional_programme_d42b04096b03a1dc6584,OFFICIAL_MASTER_PAGE,dst_page_29301a102ff8bd4991cc,https://dst.gov.in/innovation-and-technology-development-programmes,Innovation and Technology Development Programmes,Innovation and Technology Development Programmes S&T Entrepreneurship Development (S&TED) Technology Mission Programme (EWO) Technology Development and Transfer (TD&T) Technical Research Centres (TRC) Science and Heritage Research Initiative (SHRI),0.3947
dst_identity_evidence_3472a448aa47d29d0c03,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_162dd1a7facc589d118f,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_999d254eaba29d19ce13,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_300807414b78b31ff424,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_128e1960cf3b40011aa5,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_368b968f9061ad459b1e,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_18377ee7b4399dbca68c,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_1e911188de15a9a7afc4,dst_provisional_programme_d42b04096b03a1dc6584,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,Innovation and Technology Development Programmes,0.8500
dst_identity_evidence_7edc594c1f9a6f02d8f1,dst_provisional_programme_9809fb5b19ade3c50b4b,OFFICIAL_MASTER_PAGE,dst_page_a1e68c4a1e942500e236,https://dst.gov.in/science-society-programmes,Science for Society Programmes,Science for Society Programmes Science For Equity Empowerment and Development (SEED) National Council for Science & Technology Communication (NCSTC),0.3947
dst_identity_evidence_46a1e4861a1566bafca6,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,Science for Society Programmes,0.8500
dst_identity_evidence_d6f6302b86cbcf0991e3,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,Science for Society Programmes,0.8500
dst_identity_evidence_b836d4dc2f3ce965b45d,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,Science for Society Programmes,0.8500
dst_identity_evidence_a152145a47e440f404c3,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,Science for Society Programmes,0.8500
dst_identity_evidence_6a58a56f3ef2a9a4a203,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,Science for Society Programmes,0.8500
dst_identity_evidence_84aa7c4d50e2804c0cce,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,Science for Society Programmes,0.8500
dst_identity_evidence_10844617201a09768421,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),Science for Society Programmes,0.8500
dst_identity_evidence_c32e470e09585a1f2954,dst_provisional_programme_9809fb5b19ade3c50b4b,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,Science for Society Programmes,0.8500
dst_identity_evidence_4f4206293b50ef9ca60a,dst_provisional_programme_0561373b6f555cf5ed68,OFFICIAL_MASTER_PAGE,dst_page_e07a2c14af23f746f0a4,https://dst.gov.in/state-st,State S&T Initiative,State S&T Initiative State Science & Technology Programme (SS&TP),0.3947
dst_identity_evidence_8e433f86fe449e8944d6,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,State S&T Initiative,0.8500
dst_identity_evidence_979312a841c62fadf0ce,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,State S&T Initiative,0.8500
dst_identity_evidence_fd049930eb67b723b550,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,State S&T Initiative,0.8500
dst_identity_evidence_e7d54684ab3904345e27,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,State S&T Initiative,0.8500
dst_identity_evidence_012289fe56528245891d,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,State S&T Initiative,0.8500
dst_identity_evidence_4b23c88a70c07adfa4b8,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,State S&T Initiative,0.8500
dst_identity_evidence_a7be7e8cce1d5c592271,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),State S&T Initiative,0.8500
dst_identity_evidence_ed88b586cf087345b270,dst_provisional_programme_0561373b6f555cf5ed68,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,State S&T Initiative,0.8500
dst_identity_evidence_3b83f9f2700a59864ff6,dst_provisional_scheme_b193497f2e1ba1cd5f66,OFFICIAL_MASTER_PAGE,dst_page_54fbdb8b67b22bb27352,https://dst.gov.in/fellowship-opportunities-researchers,Fellowship Opportunities for Researchers,"Fellowship Opportunities for Researchers Fellowship of Ministry of Science & Technology(DST/DBT/CSIR(DSIR)/SERB) 1. Extra Mural Research Funding (Individual Centric) Individual centric competitive mode of funding will be provided under the EMR funding schemes. SERB supports potential scientists for undertaking research in frontier areas of S&T in Life Sciences, Physical Sciences, Chemical Sciences, Engineering Sciences, Earth & Atmospheric Sciences & Mathematical Sciences. Read More about Extra Mural Research Funding (Individual Centric) 2.Scheme for funding High Risk -High Reward Research The",0.7302
dst_identity_evidence_e0ed5d43d7d149ea9c75,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_3856718e27375c3b9590,https://dst.gov.in/schemes-programmes,Schemes/ Programmes,,0.8500
dst_identity_evidence_4bd9deab4c182f5223c6,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_27f908658d740a1a73b7,https://dst.gov.in/,Home Page,,0.8500
dst_identity_evidence_6cb4f153a2aa1e04367e,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_a7ea364fa3923e1b26d6,https://dst.gov.in/vision-mission,Vision & Mission,,0.8500
dst_identity_evidence_a77e4c4cd8878e384a6c,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_84ab411978e6f5a6d506,https://dst.gov.in/science-and-technology-training-cell,Science and Technology Training Cell,,0.8500
dst_identity_evidence_4a54e9ddb162a1487148,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_9800ef2b79f116873cf0,https://dst.gov.in/technical-research-centres,Technical Research Centres,,0.8500
dst_identity_evidence_a849bcda7ff6058f7846,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_824660a371103de5f789,https://dst.gov.in/programmes-innitiatives,Programmes & Initiatives,,0.8500
dst_identity_evidence_6391241e59652798700f,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_bfcd9c3626c6356291f2,https://dst.gov.in/long-term-core-support-technological-advancement-rural-areas-tara,Long Term Core Support - Technological Advancement for Rural Areas (TARA),,0.8500
dst_identity_evidence_b36bb03331b5451d0629,dst_provisional_scheme_b193497f2e1ba1cd5f66,CATEGORY_INDEX_LINK,dst_page_b532de15ce003731615b,https://dst.gov.in/ngcma,NGCMA Home,,0.8500
dst_identity_evidence_b706af1650365b7644b5,dst_provisional_programme_27d0a619a0aefe1ab6e1,OFFICIAL_MASTER_PAGE,dst_page_fe86d41bc1eb464a77b3,https://dst.gov.in/state-science-technology-programme-0,State Science & Technology Programme,"State Science & Technology Programme Introduction: The State Science and Technology Programme (SSTP) fosters Centre-State S&T cooperation through support to State/Union Territory (UT) Science & Technology Councils to catalyse the Science Technology and Innovation (STI) ecosystem at their State/UT level. Additionally, the programme extends assistance to the dedicated centres at the S&T Councils, for facilitating activities related to Intellectual Property Rights (IPR) and contributing to the strengthening of the IP ecosystem. Objective: To catalyse STI ecosystem in the States/UTs To enhance the",0.6540
dst_identity_evidence_4feb0d737895a9b6e694,dst_provisional_programme_27d0a619a0aefe1ab6e1,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_b166e09492d35b293de7,https://dst.gov.in/sites/default/files/SSTP%20Project%20sanctioned%20FY%202023-24.pdf,SSTP%20Project%20sanctioned%20FY%202023-24.pdf,2023-24,0.9200
dst_identity_evidence_cccba59dd40a67996f45,dst_provisional_programme_757f88f60b8efa8b8414,OFFICIAL_MASTER_PAGE,dst_page_9acd1028ce1d777eb723,https://dst.gov.in/national-mission-interdisciplinary-cyber-physical-systems-nm-icps,National Mission on Interdisciplinary Cyber Physical Systems (NM-ICPS),"National Mission on Interdisciplinary Cyber Physical Systems (NM-ICPS) Department of Science & Technology (DST) is implementing multi-stakeholder National Mission on Interdisciplinary Cyber Physical System (NM-ICPS). The Mission was approved by the Union Cabinet in 2018 at a total outlay of Rs.3660 Crores for a period of five years. NM-ICPS is a comprehensive Mission aimed at complete convergence with all stakeholders by establishing strong linkages between academia, industry, Government and International Organizations. The Mission working with all the concerned Ministries/ Departments to iden",0.4313
dst_identity_evidence_17c88b7d8e282e9532f1,dst_provisional_programme_757f88f60b8efa8b8414,OFFICIAL_DOCUMENT_BROCHURE_OR_FLYER,dst_doc_7215c943928bdde66ea9,https://dst.gov.in/sites/default/files/brochure.pdf,brochure.pdf,NMICPS Brochure,0.7800
dst_identity_evidence_a7757e1b5b2a03f5d509,dst_provisional_programme_b18094ae0e1853419e1e,OFFICIAL_MASTER_PAGE,dst_page_75a228ee94f401de7363,https://dst.gov.in/national-quantum-mission-nqm,National Quantum Mission (NQM),"National Quantum Mission (NQM) The Union Cabinet, approved the National Quantum Mission (NQM) on 19 th April 2023 at a total cost of Rs.6003.65 crore from 2023-24 to 2030-31, aiming to seed, nurture and scale up scientific and industrial R&D and create a vibrant & innovative ecosystem in Quantum Technology (QT). This will accelerate QT led economic growth, nurture the ecosystem in the country and make India one of the leading nations in the development of Quantum Technologies & Applications (QTA). The Mission objectives include developing intermediate-scale quantum computers with 50-1000 physi",0.4563
dst_identity_evidence_2c47f27cf3185a8c81ce,dst_provisional_programme_b18094ae0e1853419e1e,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_31fa33b7df1e7ae1787d,https://dst.gov.in/sites/default/files/Guidelines%20to%20support%20start-ups.pdf,Guidelines%20to%20support%20start-ups.pdf,guidelines,0.9300
dst_identity_evidence_4a18a886a8dcaa9e2d16,dst_provisional_programme_39351dda05a42fea7a0a,OFFICIAL_MASTER_PAGE,dst_page_b51bfeb94e6ea5a9cfee,https://dst.gov.in/national-supercomputing-mission-1,National Supercomputing Mission,"National Supercomputing Mission National Supercomputing Mission (NSM) was set up to provide the country with supercomputing infrastructure to meet the increasing computational demands of academia, researchers, MSMEs, and startups. It is a first of its kind attempt to boost the country’s computing power. NSM is steered jointly by Department of Science and Technology (DST) and Ministry of Electronics and Information Technology (MeitY) and implemented by Centre for Development of Advanced Computing (C-DAC), Pune and Indian Institute of Science (IISc), Bengaluru. With the recommendations of Techni",0.4313
dst_identity_evidence_2def99b477fc6f877e74,dst_provisional_programme_bb44212fb133345884e8,OFFICIAL_MASTER_PAGE,dst_page_f32789f7f84f116d20e8,https://dst.gov.in/climate-change-programme,Climate Change Programme,"Climate Change Programme The Government of India launched National Action Plan on Climate Change (NAPCC) on 30 th June, 2008 outlining eight National Missions on climate change. These include: National Solar Mission National Mission for Enhanced Energy Efficiency National Mission on Sustainable Habitat National Water Mission National Mission for Sustaining the Himalayan Eco-system National Mission for a Green India National Mission for Sustainable Agriculture National Mission on Strategic Knowledge for Climate Change The Department of Science & Technology, Ministry of Science & Technology was",0.7100
dst_identity_evidence_0950cda5082c251efd02,dst_provisional_programme_bb44212fb133345884e8,OFFICIAL_DOCUMENT_BROCHURE_OR_FLYER,dst_doc_28f8e390fac4293e36e0,https://dst.gov.in/sites/default/files/NMSHE_SCCC_booklet.pdf,NMSHE_SCCC_booklet.pdf,NMSHE SCCCs booklet,0.7800
dst_identity_evidence_010ae64a702d027ab02b,dst_provisional_programme_bb44212fb133345884e8,OFFICIAL_DOCUMENT_BROCHURE_OR_FLYER,dst_doc_2a423797964527337bff,https://dst.gov.in/sites/default/files/NMSHE_Task%20Forces_booklet.pdf,NMSHE_Task%20Forces_booklet.pdf,NMSHE Task Forces booklet,0.7800
dst_identity_evidence_f8ac1d89fc815047d026,dst_provisional_programme_bb44212fb133345884e8,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_9b4bab3c8935a17c948d,https://dst.gov.in/sites/default/files/Project%20sanctioned%20during%202022-23.pdf,Project%20sanctioned%20during%202022-23.pdf,2022-23,0.9200
dst_identity_evidence_28f193ce992b5ba7b056,dst_provisional_programme_bb44212fb133345884e8,OFFICIAL_DOCUMENT_SANCTION_ORDER,dst_doc_c25d68e8906cced2a007,https://dst.gov.in/sites/default/files/List%20of%20project%20sanctioned%20during%20the%20FY%202023-24.pdf,List%20of%20project%20sanctioned%20during%20the%20FY%202023-24.pdf,2023-24,0.9200
dst_identity_evidence_8157a870b204d27f5b84,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_MASTER_PAGE,dst_page_9bc31ee5014c7eacf746,https://dst.gov.in/scientific-programmes/st-and-socio-economic-development/national-council-science-technology-communication-ncstc,National Council for Science & Technology Communication NCSTC,"National Council for Science & Technology Communication NCSTC Schemes for Communication and Popularisation of Science & Technology The National Council for Science and Technology Communication (NCSTC) is mandated to communicate Science and Technology to masses, stimulate scientific and technological temper and coordinate and orchestrate such efforts throughout the country. The programmes of NCSTC aims at building capacity for informed decision making in the community and promote scientific thinking. It is devoted towards societal upliftment through the dissemination of scientific knowledge in",0.7200
dst_identity_evidence_e1725cbb0d0b10c1f86a,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_e274284633f6cfdc2bf4,https://dst.gov.in/sites/default/files/Award%20Guidelines%20and%20application%20format%20English.pdf,Award%20Guidelines%20and%20application%20format%20English.pdf,National Awards for Science & Technology Communication for the Year 2021 - English,0.9300
dst_identity_evidence_fb3f1b0997afbfd3a1b9,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_1070fe018f0568a8d532,https://dst.gov.in/sites/default/files/Guidelines_NCSTC_revised.pdf,Guidelines_NCSTC_revised.pdf,General Guidelines for NCSTC,0.9300
dst_identity_evidence_e15332268420e75cc236,dst_provisional_programme_6af5f3423a81e65452dd,OFFICIAL_DOCUMENT_GUIDELINE,dst_doc_b47dd7808239a8305c99,https://dst.gov.in/sites/default/files/Guidelines_post_sanction_detail_NCSTC.pdf,Guidelines_post_sanction_detail_NCSTC.pdf,Guidelines for filling post sanction details for NCSTC Programmes,0.9300
