call_id,call_title,closing_date,closing_year,archive_state,relevance_group,applicant_layer,parent_master_id,primary_sector,secondary_sectors,detail_url,last_verified_at,warnings,blockers
dst_call_f759bf90ef48c81bfcf5,"Call for Proposal for 'Advanced Manufacturing Technologies (AMT) Program' under the Technology Translation & Innovation Division, DST, Government of India, Last date extended till 31st August, 2025",31/08/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-advanced-manufacturing-technologies-amt-program-under-technology,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_06b57146ef366c25f184,"Call for Proposal for 'Waste Management Technologies (WMT) Program' under the Technology Translation & Innovation Division, DST, Government of India, Last date extended till 31st August, 2025",31/08/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-waste-management-technologies-wmt-program-under-technology,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_ee7d9260ba7de8d3091f,Indo-German Joint Call for Proposals 2024 (DST-DAAD),31/08/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/indo-german-joint-call-proposals-2024-dst-daad,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_935c5b8d570002a7f07b,Call for proposal of SATHI Program 2023: Date extended till 31 August 2023,31/08/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-sathi-program-2023-date-extended-till-31-august-2023,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_dfd77346ff2d5c4f7c5c,Call for Proposals on Critical and Emerging Technology: Quantum Technologies and Artificial Intelligence for Transforming Lives,31/08/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Quantum Technology,,https://dst.gov.in/callforproposals/call-proposals-critical-and-emerging-technology-quantum-technologies-and-artificial,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_0ad83df42c6b56476a2c,"Call for proposal under SHRI Programme: Date extended till 31 August, 2021",31/08/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-under-shri-programme-date-extended-till-31-august-2021,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_80f7eeb17ac776ff2697,India-Australia joint call under AISRF - Round 14,31/08/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-australia-joint-call-under-aisrf-round-14,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_8f59a02d66a48ca00583,Call for Proposals Guidelines and Format - Under Science Technology and Innovation (STI) Hubs for Development of SC and ST Communities,31/08/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-guidelines-and-format-under-science-technology-and-innovation-sti,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_91f5802c1920c5209e9e,The call for Proposals for Science Technology and Innovation (STI) Hubs for Development of Scheduled Caste (SC) and Scheduled Tribe (ST) Communities,31/08/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-science-technology-and-innovation-sti-hubs-development-scheduled,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_cb21e24c66acda40f0f8,Call for Enrollment of Desalination Solution Providers,31/08/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-enrollment-desalination-solution-providers,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_922beafd5dba27bbd72f,"Funding Opportunity Announcement (FOA) in Converting Sunlight to Storable Fuels, Energyrich chemicals and Biochemicals (IC5)",31/08/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/funding-opportunity-announcement-foa-converting-sunlight-storable-fuels-energyrich,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_1b2a1780db371dbcb08f,India-Belarus Joint Call for Proposals,31/08/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-belarus-joint-call-proposals,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_332a9cd1991217b4a29d,Bhaskara Advanced Solar Energy (BASE) Fellowship- 2017,31/08/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/bhaskara-advanced-solar-energy-base-fellowship-2017,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_af77648ef03a413d5e19,Building Energy Efficiency Higher and Advanced Network (BHAVAN) Fellowships -2017,31/08/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/building-energy-efficiency-higher-and-advanced-network-bhavan-fellowships-2017,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_3d63c78efdb9148e0055,India-Tunisia Call for proposals 2025,31/07/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-tunisia-call-proposals-2025,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_abb7c40256c143eab3dd,"Announcement of ISRF Call for 2024-25: Last date extended till 31st July, 2024",31/07/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Agriculture & AgriTech,,https://dst.gov.in/callforproposals/announcement-isrf-call-2024-25-last-date-extended-till-31st-july-2024,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_4b9223eab954b749e6dc,Call for Proposal 2024 under NCSTC Division,31/07/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-2024-under-ncstc-division,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_f10124dec25b02717b3a,"India Sri Lanka Joint Call for Research Proposal: Last date extended till 31st July, 2024",31/07/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Agriculture & AgriTech,,https://dst.gov.in/callforproposals/india-sri-lanka-joint-call-research-proposal-last-date-extended-till-31st-july-2024,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_820e9a2376b923652ca5,India-Italy Joint Call for Proposals 2024,31/07/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-italy-joint-call-proposals-2024,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_a1b7b24f382481d6a881,SSP Call for Proposals under NIDHI Programme,31/07/2023,2023,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,UNKNOWN,dst_programme_nidhi_ssp,,,https://dst.gov.in/callforproposals/ssp-call-proposals-under-nidhi-programme,,Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_431ab3324a8509252ecf,VAIshwik BHArtiya Vaigyanik (VAIBHAV) Fellowship (Ist Call),31/07/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/vaishwik-bhartiya-vaigyanik-vaibhav-fellowship-ist-call,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_1283ecd22b47d3baa0ed,Call for proposals for rare diseases under Chemical Therapeutics Program - Date Extended till 31st July 2022,31/07/2022,2022,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-rare-diseases-under-chemical-therapeutics-program-date-extended-till,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_9cc5516b5598a3776746,"Call open for inviting Applications for Selection of Women for Training on ""IPR and Related Matters"" under 12th Batch of Women Scientists Scheme (WOS-C) of WISE-KIRAN Division",31/07/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-open-inviting-applications-selection-women-training-ipr-and-related-matters,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_e6cca02b567acec186f5,Revised India-Portugal Joint S&T Call 2020,31/07/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/revised-india-portugal-joint-st-call-2020,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_a23f4e8782e51649d0c0,Revised India-Serbia Joint S&T Call 2020,31/07/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/revised-india-serbia-joint-st-call-2020-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_703cbda6a7aaa114e715,Revised India-Slovenia Joint S&T Call 2020,31/07/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/revised-india-slovenia-joint-st-call-2020,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_638a2a82e6eeb4940020,Call for India-Ethiopia Innovation & Technology Commercialization Programme (IEITCP),31/07/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-india-ethiopia-innovation-technology-commercialization-programme-ieitcp,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d5e42a74d55dc704efbe,Call for Joint Project Proposals 2019 - India-Czech Bilateral Scientific and Technological Cooperation,31/07/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-joint-project-proposals-2019-india-czech-bilateral-scientific-and,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_473c054215c96727ac96,Call for Proposal of NIDHI PRAYAS Program.,31/07/2019,2019,QUALIFIED_WITH_WARNINGS,STARTUP_RELEVANT,UNKNOWN,dst_programme_nidhi_prayas,,,https://dst.gov.in/callforproposals/call-proposal-nidhi-prayas-program,,Sector classification is not recorded. | Last verification date is not recorded.,
dst_call_5300f3ead82398f494bf,Advertisement for submission of research proposal under Cognitive Science Research Initiative - Last Date Extended - 31 July 2018,31/07/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/advertisement-submission-research-proposal-under-cognitive-science-research-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_9f65b9608941546796ca,DST-DAAD 2018 Call for Personal Exchanges between India and Germany,31/07/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/dst-daad-2018-call-personal-exchanges-between-india-and-germany,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_06c634a4f33e02937bb9,Call for proposals under India-Republic of Korea Joint Programme of Cooperation,31/07/2017,2017,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-india-republic-korea-joint-programme-cooperation-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_00d29ce80d82bebb11a8,Call for Expression of Interest (EOI) for Impact Assessment of the Vigyan Jyoti Programme,31/05/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-expression-interest-eoi-impact-assessment-vigyan-jyoti-programme,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_7abda133569f73f2c792,India-Republic of Korea Joint Call for Research Proposals,31/05/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-republic-korea-joint-call-research-proposals,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_5cb5a3eb864fbfb95813,Call for Proposals under National Health and Risk Communication Programme 'Year of Awareness on Science and Health' (YASH) for COVID19,31/05/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-national-health-and-risk-communication-programme-year,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_b837a7984bb5c52aeb4f,Science and Technology of Yoga and Meditation (SATYAM),31/05/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/science-and-technology-yoga-and-meditation-satyam,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_67e6b18dc3d87f417a28,Special Call under SATYAM to fight against COVID 19,31/05/2020,2020,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/special-call-under-satyam-fight-against-covid-19,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_35078aa67b6a009adaf9,"Call for proposals under DST-IC IMPACT, Indo-Canada joint research programmes",31/05/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-dst-ic-impact-indo-canada-joint-research-programmes,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_4c75748d097a5dd9c3e7,Call for Oriented Research&Technology Development Proposals on Materials for Energy Storage (MES) - 2018,31/05/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,Renewable Energy & Energy Storage,,https://dst.gov.in/callforproposals/call-oriented-researchtechnology-development-proposals-materials-energy-storage-mes,,Parent programme is unresolved. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_beb8e07e5d655655dbcf,Call for Proposals for Establishing Technology Enabling Centres (TEC) in University System,31/05/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-establishing-technology-enabling-centres-tec-university-system,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_7157f065d7a2d70fde51,Call for Proposals under State Science and Technology (SSTP)- 2018-19 - (Call Date: 18.04.2018 to 31.05.2018),31/05/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-state-science-and-technology-sstp-2018-19-call-date-18042018,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_9c462378ffc7b98c81ca,Raman-Charpak Fellowship 2018 for Indian and French PhD students,31/05/2018,2018,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/raman-charpak-fellowship-2018-indian-and-french-phd-students,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_dc8eec15eefa3ace754f,Call for proposal of India Science and Research Fellowship (ISRF) 2025-26,31/03/2026,2026,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-india-science-and-research-fellowship-isrf-2025-26,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_0ba911328e3f80f77455,Call for Project Proposals under Scheme for Young Scientist and Technologist (SYST),31/03/2025,2025,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-project-proposals-under-scheme-young-scientist-and-technologist-syst,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_d847e3fde7efbe3a659d,2nd cycle of first Call of VAIBHAV Fellowships,31/03/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/2nd-cycle-first-call-vaibhav-fellowships-0,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_bcd8daf22af2f4e53985,"Call for proposal submission under CURIE Programme: Last date extended till 31st March, 2024",31/03/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposal-submission-under-curie-programme-last-date-extended-till-31st-march,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_1af771afb51e4e766cff,Call of DST- PURSE for the year 2024,31/03/2024,2024,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-dst-purse-year-2024,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_25b7172bb16ef79162e5,Call for Proposals under CURIE Programme to support Women's PG Colleges: Date Extended till 31st March 2023,31/03/2023,2023,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/call-proposals-under-curie-programme-support-womens-pg-colleges-date-extended-till,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_8a2bac2e5373cd84cc70,Grand Challenge for BDTD Programme of TDT Division,31/03/2021,2021,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/grand-challenge-bdtd-programme-tdt-division,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
dst_call_b39a9d0cad94f965c9a3,India- Egypt Call for proposal,31/03/2019,2019,QUALIFIED_WITH_WARNINGS,GENERAL_DST,UNKNOWN,,,,https://dst.gov.in/callforproposals/india-egypt-call-proposal,,Parent programme is unresolved. | Sector classification is not recorded. | Call is not classified as a startup opportunity. | Last verification date is not recorded.,
