master_id,scheme_name,source,ministry,department,implementing_agency,parent_master_id,parent_scheme_name,applicant_layer,implementation_role,status_basis,status_evidence,last_verified_at,record_kind,programme_status,application_status,geographic_scope,catalogue_inclusion,catalogue_section,publication_status,is_public,current_location,current_review_status,current_decision,official_page_url,application_url,opening_date,closing_date,validation_score,currency,funding_minimum,funding_maximum,funding_amount_status,funding_amount_optional,funding_evidence,beneficiary_support_minimum,beneficiary_support_maximum,intermediary_support_maximum,scheme_corpus,objectives,eligibility,benefits,application_process,required_documents,sectors,scheme_types,target_beneficiaries,startup_stage,guideline_urls,reference_urls,verified_public_actions,contacts,warnings,recommended_actions,decision_reasons,last_updated,search_blob
b1_9f34483f5b2f6ad2ce04,2018 Pwc Blockchain Automating%20Trust%20In%20Citizen%20Services.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-Automating%20Trust%20In%20Citizen%20Services.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-Automating%20Trust%20In%20Citizen%20Services.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-Automating%20Trust%20In%20Citizen%20Services.pdf""]",[],[],[],[],[],,2018 pwc blockchain automating%20trust%20in%20citizen%20services.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_239162d88eb3d7ec27d1,2018 Pwc Blockchain The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Blockchain-The%20Next%20Innovation%20To%20Make%20Our%20Cities%20Smarter.pdf""]",[],[],[],[],[],,2018 pwc blockchain the%20next%20innovation%20to%20make%20our%20cities%20smarter.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_056f9fed96d483aa66ab,2018 Pwc Data %20At%20A%20Privacy%20Crossroads.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-%20At%20A%20Privacy%20Crossroads.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-%20At%20A%20Privacy%20Crossroads.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-%20At%20A%20Privacy%20Crossroads.pdf""]",[],[],[],[],[],,2018 pwc data %20at%20a%20privacy%20crossroads.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_2a45e55f36f66086b899,2018 Pwc Data Creating%20Cyber%20Secure%20Smart%20Cities.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Creating%20Cyber%20Secure%20Smart%20Cities.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Creating%20Cyber%20Secure%20Smart%20Cities.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Creating%20Cyber%20Secure%20Smart%20Cities.pdf""]",[],[],[],[],[],,2018 pwc data creating%20cyber%20secure%20smart%20cities.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_f2ed8d510f544f78390a,2018 Pwc Data Overview%20Of%20The%20Changing%20Data%20Privacy%20Landscape%20In%20India.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Overview%20Of%20The%20Changing%20Data%20Privacy%20Landscape%20In%20India.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Overview%20Of%20The%20Changing%20Data%20Privacy%20Landscape%20In%20India.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Data-Overview%20Of%20The%20Changing%20Data%20Privacy%20Landscape%20In%20India.pdf""]",[],[],[],[],[],,2018 pwc data overview%20of%20the%20changing%20data%20privacy%20landscape%20in%20india.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_e60fbd09d9366019850a,2018 Pwc Finance Asset%20Reconstruction%20Companies%20In%20India.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Asset%20Reconstruction%20Companies%20In%20India.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Asset%20Reconstruction%20Companies%20In%20India.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Asset%20Reconstruction%20Companies%20In%20India.pdf""]",[],[],[],[],[],,2018 pwc finance asset%20reconstruction%20companies%20in%20india.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_0e09615a323c2711b8c9,2018 Pwc Finance Atm%20Industry%20Changing%20Landscape%20And%20Emerging%20Trends.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Atm%20Industry%20Changing%20Landscape%20And%20Emerging%20Trends.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Atm%20Industry%20Changing%20Landscape%20And%20Emerging%20Trends.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Atm%20Industry%20Changing%20Landscape%20And%20Emerging%20Trends.pdf""]",[],[],[],[],[],,2018 pwc finance atm%20industry%20changing%20landscape%20and%20emerging%20trends.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_1a39675b9225924c9bbe,2018 Pwc Finance Building%20The%20Nbfc%20Of%20The%20Future.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Building%20The%20NBFC%20Of%20The%20Future.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Building%20The%20NBFC%20Of%20The%20Future.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Building%20The%20NBFC%20Of%20The%20Future.pdf""]",[],[],[],[],[],,2018 pwc finance building%20the%20nbfc%20of%20the%20future.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_77f059965c70cd6f80d8,2018 Pwc Finance Corporate%20Treasury%20Vol 1.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-1.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-1.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-1.pdf""]",[],[],[],[],[],,2018 pwc finance corporate%20treasury%20vol 1.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_f37c875470ecaf68bdff,2018 Pwc Finance Corporate%20Treasury%20Vol 2.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-2.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-2.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Corporate%20Treasury%20Vol-2.pdf""]",[],[],[],[],[],,2018 pwc finance corporate%20treasury%20vol 2.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_5683f721dc381393e754,2018 Pwc Finance Currency%20Chests%20A%20Lifeline%20To%20The%20Indian%20Economy.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Currency%20Chests%20A%20Lifeline%20To%20The%20Indian%20Economy.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Currency%20Chests%20A%20Lifeline%20To%20The%20Indian%20Economy.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Currency%20Chests%20A%20Lifeline%20To%20The%20Indian%20Economy.pdf""]",[],[],[],[],[],,2018 pwc finance currency%20chests%20a%20lifeline%20to%20the%20indian%20economy.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_645b7f9ea37cd940ee24,2018 Pwc Finance Demystifying%20Credit%20Assessment%20In%20Banks.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,CREDIT_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Demystifying%20Credit%20Assessment%20In%20Banks.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Demystifying%20Credit%20Assessment%20In%20Banks.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Finance-Demystifying%20Credit%20Assessment%20In%20Banks.pdf""]",[],[],[],[],[],,2018 pwc finance demystifying%20credit%20assessment%20in%20banks.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india credit_support verification_required official_information_available schemes_and_programmes
b1_f12d18c65ba0fbfc8494,2018 Pwc Healthcare Ayurveda%20On%20The%20Cusp%20Of%20Change.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayurveda%20On%20The%20Cusp%20Of%20Change.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayurveda%20On%20The%20Cusp%20Of%20Change.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayurveda%20On%20The%20Cusp%20Of%20Change.pdf""]",[],[],[],[],[],,2018 pwc healthcare ayurveda%20on%20the%20cusp%20of%20change.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_39d2bb54bb126214f105,2018 Pwc Healthcare Ayushman%20Bharat%20National%20Health%20Protection%20Mission.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayushman%20Bharat%20National%20Health%20Protection%20Mission.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayushman%20Bharat%20National%20Health%20Protection%20Mission.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Healthcare-Ayushman%20Bharat%20National%20Health%20Protection%20Mission.pdf""]",[],[],[],[],[],,2018 pwc healthcare ayushman%20bharat%20national%20health%20protection%20mission.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_7c2adf8af5baf1265ef3,2018 Pwc Pe%20&%20Vc Pe%20Deals%20In%20India.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-PE%20&%20VC-PE%20Deals%20In%20India.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-PE%20&%20VC-PE%20Deals%20In%20India.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-PE%20&%20VC-PE%20Deals%20In%20India.pdf""]",[],[],[],[],[],,2018 pwc pe%20&%20vc pe%20deals%20in%20india.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_2dfe4a1f091391c3a95b,2018 Pwc Regulation%20&%20Taxation A%20New%20Dimension%20To%20Three%20Lines%20Of%20Defence.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-A%20New%20Dimension%20To%20Three%20Lines%20of%20Defence.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-A%20New%20Dimension%20To%20Three%20Lines%20of%20Defence.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-A%20New%20Dimension%20To%20Three%20Lines%20of%20Defence.pdf""]",[],[],[],[],[],,2018 pwc regulation%20&%20taxation a%20new%20dimension%20to%20three%20lines%20of%20defence.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
b1_4c16993273ac692ed4d1,2018 Pwc Regulation%20&%20Taxation Deriving%20An%20Upper%20Edge%20Through%20Risk%20And%20Finance%20Alignment.Pdf,Startup India - Central Government Schemes,Ministry of Commerce and Industry,Department for Promotion of Industry and Internal Trade (DPIIT),Startup India,,,,,,No explicit current application status found on official source.,,RESEARCH_SUPPORT,OFFICIAL_INFORMATION_AVAILABLE,VERIFICATION_REQUIRED,,PENDING_REVALIDATION,SCHEMES_AND_PROGRAMMES,,0,,,NEEDS_REVIEW,https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-Deriving%20An%20Upper%20Edge%20Through%20Risk%20And%20Finance%20Alignment.pdf,,Not specified on the verified official source,Not specified on the verified official source,,INR,,,NOT_STATED,True,,,,,,[],[],[],[],[],[],[],[],[],"[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-Deriving%20An%20Upper%20Edge%20Through%20Risk%20And%20Finance%20Alignment.pdf""]","[""https://www.startupindia.gov.in/content/dam/invest-india/Templates/startupindiaPDF/market_research_reports/2018-PwC-Regulation%20&%20Taxation-Deriving%20An%20Upper%20Edge%20Through%20Risk%20And%20Finance%20Alignment.pdf""]",[],[],[],[],[],,2018 pwc regulation%20&%20taxation deriving%20an%20upper%20edge%20through%20risk%20and%20finance%20alignment.pdf startup india - central government schemes ministry of commerce and industry department for promotion of industry and internal trade (dpiit) startup india research_support verification_required official_information_available schemes_and_programmes
apmsme_2ndloan_pmegp,2nd Loan for Up-gradation of Existing PMEGP REGP MUDRA Units,AP MSME ONE,Ministry of Micro Small and Medium Enterprises,,,,,DIRECT_MSME_SUPPORT,UNION_DIRECTORY_RECORD,AP MSME ONE detail-page status field,Official AP MSME ONE detail page displays Status Active; retrieved 2026-07-22.,2026-07-22,SCHEME,ACTIVE_INFORMATION_AVAILABLE,STATUS_UNVERIFIED,India,INCLUDED,SCHEMES_AND_PROGRAMMES,PUBLISHED,1,MSME_ACTIVE_PUBLICATION,AUTOMATED_GATES_PASSED,AUTO_APPROVED,https://apmsmeone.ap.gov.in/schemes/2ndLoan(PMEGP),,,,,INR,,,NOT_STATED,True,,,,,,"[""Expansion modernization and technology upgradation support""]","[""See official AP MSME ONE detail page for eligibility""]","[""Upto 15 Lakh subsidy""]",[],[],[],"[""Credit & Finance"", ""Subsidy""]","[""Existing eligible MSME units""]",[],[],"[""https://apmsmeone.ap.gov.in/schemes"", ""https://apmsmeone.ap.gov.in/schemes/2ndLoan(PMEGP)""]",[],[],"[""Permanent scheme; current call status is not inferred.""]",[],[],2026-07-22,2ndloan(pmegp) 2nd loan for up-gradation of existing pmegp regp mudra units expansion modernization and technology upgradation support upto 15 lakh subsidy credit & finance existing eligible msme units
dot_dcis_hackathon,5G & Beyond Hackathon 2023,DoT / TCOE India,Ministry of Communications,Department of Telecommunications (DoT),Telecom Centres of Excellence (TCoE) India,,,STARTUPS;ACADEMIA;INDUSTRY,Implementing agency under DoT supervision,DCIS Hackathon page publishes the last date and closed call notice,DCIS page states last date of online application was 7 August 2023 and identifies the hackathon as closed.,2026-07-22,HISTORICAL_CALL,CLOSED,CLOSED,India,INCLUDED,SCHEMES_AND_PROGRAMMES,PUBLISHED,1,DOT_ACTIVE_PUBLICATION,AUTOMATED_GATES_PASSED,AUTO_APPROVED,https://dcis.dot.gov.in/hackathon,,2023-06-28,2023-08-07,,INR,,100000,RECORDED,False,Winning products/solutions were awarded INR 1 lakh each according to the official hackathon page.,,,,,"[""Identify India-focused 5G and beyond products and solutions at TRL 3-5"", ""Support conversion of proof-of-concept products into market-ready solutions""]","[""Startups and academic institutions in India; partners and stakeholders as stated in terms""]","[""INR 1 lakh award for each winner plus showcase and scale opportunity""]",[],[],"[""5G;IoT;Healthcare;AgriTech;Cybersecurity;Smart Cities""]","[""CHALLENGE;COMPETITION""]","[""Startups;Academic institutions""]","[""IDEATION;VALIDATION""]","[""https://dcis.dot.gov.in/assets/img/pdf/Terms-and-conditions_5G-and-beyond-Hackathon_27.pdf""]","[""https://dcis.dot.gov.in/""]",[],[],"[""Historical reference only; no application action.""]","[""Keep the award separate from DoT scheme funding.""]",[],2026-07-22,dcis_5g_hackathon 5g & beyond hackathon 2023 identify india-focused 5g and beyond products and solutions at trl 3-5|support conversion of proof-of-concept products into market-ready solutions inr 1 lakh award for each winner plus showcase and scale opportunity startups and academic institutions in india; partners and stakeholders as stated in terms 5g;iot;healthcare;agritech;cybersecurity;smart cities startups;academic institutions
