bundle_id,bundle_lane,bundle_action,bundle_title,bundle_child_order,child_id,canonical_name,original_canonical_name,entity_type,source_entity_type,application_status,safe_application_status,temporal_validation,title_years,historical_title,explicit_open_evidence,reopen_evidence,future_deadline_proven,official_application_route,recent_verification_proven,last_verified_at,temporal_flags,opening_date,closing_date,official_page_url,application_url,inferred_family,parent_scheme_name,parent_master_id,repaired_parent_scheme_name,repaired_parent_master_id,parent_link_resolution,parent_link_flags,programme_alias_matches,standalone_call_matches,parent_resolution,evidence_excerpt,status_evidence,source_urls,quality_flags,publication_eligible,apply_action_allowed
meitybundle_cbb20819e0e8d53bb281,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — CHALLENGE_CALL,1,meitychild_555a103f5b3bc0e50c86,G20Diaoverview,G20Diaoverview,CHALLENGE_CALL,CHALLENGE_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/g20dia/g20diaoverview,,SAMRIDH,Xr Startup Program,meitycall_2f886d6194cb0b281a16,XR Startup Program,meitycall_2f886d6194cb0b281a16,DIRECT_PARENT_EVIDENCE,INFERRED_FAMILY_REPAIRED,,,MATCHED_EXISTING_PROGRAMME,"meitycall_056b139f54fba2e7a8b3 G20Diaoverview MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/g20diaoverview VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False G20Diaoverview Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > G20 DIA OVERVIEW G20- Digital Innovation Alliance Welcome to the G20 Digital Innovation Alliance Summit! India's presidency of the G20 Summit is a source of immense pride. As part of this presidency, the Ministry of Electronics and Information Technol","meitycall_056b139f54fba2e7a8b3 G20Diaoverview MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/g20diaoverview VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False G20Diaoverview Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > G20 DIA OVERVIEW G20- Digital Innovation Alliance Welcome to the G20 Digital Innovation Alliance Summit! India's presidency of the G20 Summit is a source of immense pride. As part of this presidency, the Ministry of Electronics and Information Technology (MeitY), Government of India, and the MeitY Start-up Hub are organizing the G20 Digital Innovation Alliance Summit in Bengaluru at the Bangalore Palace, from August 17th to 19th, 2023. With the focal theme, 'Driving Digital Innovation for World Economies', the Summit anticipates substantial part",https://msh.meity.gov.in/g20dia/g20diaoverview,,False,False
meitybundle_cbb20819e0e8d53bb281,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — CHALLENGE_CALL,2,meitychild_b46d834d2410579818b6,Mathworks,Mathworks,CHALLENGE_CALL,CHALLENGE_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshcorporate/mathworks,,SAMRIDH,Mathworks,meitycall_c53a5b2578e3b03d7291,MathWorks Startup Program,meitycall_c53a5b2578e3b03d7291,DIRECT_PARENT_EVIDENCE,INFERRED_FAMILY_REPAIRED,MathWorks Startup Program,,MATCHED_EXISTING_PROGRAMME,"meitycall_c53a5b2578e3b03d7291 Mathworks MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/mathworks VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Mathworks Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MATHWORKS MEITY STARTUP HUB AND MATHWORKS PARTNER TO ACCELERATE DEEP TECH INNOVATION MeitY Startup Hub (MSH) has signed a Statement of Intent (SoI) with MathWorks to bolster India’s deep tech startup ecosystem, providing access to stat","meitycall_c53a5b2578e3b03d7291 Mathworks MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/mathworks VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Mathworks Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MATHWORKS MEITY STARTUP HUB AND MATHWORKS PARTNER TO ACCELERATE DEEP TECH INNOVATION MeitY Startup Hub (MSH) has signed a Statement of Intent (SoI) with MathWorks to bolster India’s deep tech startup ecosystem, providing access to state-of-the-art computational tools, advanced simulation models, and world-class training resources. As part of this partnership, MathWorks will provide complimentary access to over 100 products under its Accelerator Program, including MATLAB® and Simulink, for 12 months to all MeitY associated startup",https://msh.meity.gov.in/program/mshcorporate/mathworks,ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
meitybundle_cbb20819e0e8d53bb281,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — CHALLENGE_CALL,3,meitychild_9598165b97fa5e4d0dc8,Vivatech,Vivatech,CHALLENGE_CALL,CHALLENGE_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshinternational/vivatech,,SAMRIDH,Vivatech,meitycall_f76675fa4a424f58ed0b,,,UNRESOLVED,UNSUPPORTED_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,,MATCHED_EXISTING_PROGRAMME,"meitycall_f76675fa4a424f58ed0b Vivatech MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshinternational/vivatech VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Vivatech Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > Global Startup Bridge > VIVATECH VIVATECH 2022 VIVATECH is Europe’s biggest startup and tech event which accelerates innovation by connecting startups, tech leaders, major corporations, and investors responding to the world’s biggest challenges. From","meitycall_f76675fa4a424f58ed0b Vivatech MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshinternational/vivatech VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Vivatech Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > Global Startup Bridge > VIVATECH VIVATECH 2022 VIVATECH is Europe’s biggest startup and tech event which accelerates innovation by connecting startups, tech leaders, major corporations, and investors responding to the world’s biggest challenges. From keynote speakers and exhibits to labs and live experiences, VIVATECH 2022 was a celebration of today’s innovative technologies that have the power to transform the future. India was the “Country of the Year” partner of VIVATECH 2022 in Paris. MeitY Startup Hub delegation participated in the 4-day e",https://msh.meity.gov.in/program/mshinternational/vivatech,,False,False
meitybundle_15b24282b311cf2d676a,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — GRAND_CHALLENGE,1,meitychild_3f570c67b538b47182b0,DRISHTI – SSB Grand Challenge on Strengthening Border Security,Drishti,GRAND_CHALLENGE,GRAND_CHALLENGE,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshcorporate/drishti,,SAMRIDH,Xr Startup Program,meitycall_2f886d6194cb0b281a16,,,UNRESOLVED,STANDALONE_CALL_IDENTITY;INCIDENTAL_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,DRISHTI – SSB Grand Challenge on Strengthening Border Security,MATCHED_EXISTING_PROGRAMME,meitycall_533fd1397d9885d223d2 Drishti MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/drishti VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Drishti Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > DRISHTI - SSB DRISHTI - SSB Background: MeitY in partnership with Sashastra Seema Bal (SSB) had undertaken a Grand Challenge on Strengthening Border Security entitled 'DRISHTI' (Development of Researched Indigenous Solutions – Hackathon for ,"meitycall_533fd1397d9885d223d2 Drishti MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/drishti VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Drishti Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > DRISHTI - SSB DRISHTI - SSB Background: MeitY in partnership with Sashastra Seema Bal (SSB) had undertaken a Grand Challenge on Strengthening Border Security entitled 'DRISHTI' (Development of Researched Indigenous Solutions – Hackathon for Technological Innovations) through MSH platform to identify impactful solutions from startups to address the problem statements identified by SSB with an overall outlay of Rs. 65 Lakh. It was envisaged to use the solutions developed by the start-ups to augment, improve and scale the Border security ",https://msh.meity.gov.in/program/mshcorporate/drishti,PARENT_UNRESOLVED;ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
meitybundle_4b1b886478e692555a3f,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — HACKATHON,1,meitychild_ccefa6d9dd1eba772557,BHUMI – BSF Border Security Hackathon,Bhumi,HACKATHON,HACKATHON,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshcorporate/bhumi,,SAMRIDH,Xr Startup Program,meitycall_2f886d6194cb0b281a16,,,UNRESOLVED,STANDALONE_CALL_IDENTITY;INCIDENTAL_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,BHUMI – BSF Border Security Hackathon,MATCHED_EXISTING_PROGRAMME,"meitycall_a95e53af41b5c53999cf Bhumi MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/bhumi VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Bhumi Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > BHUMI – BSF BHUMI – BSF Background: To leverage the innovations created by the Indian entrepreneurs and to build on the mission of Atmanirbhar Bharat, Border Security Forces (BSF) seeks to organize Hackathons with Indian startups and premier Insti","meitycall_a95e53af41b5c53999cf Bhumi MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/bhumi VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Bhumi Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > BHUMI – BSF BHUMI – BSF Background: To leverage the innovations created by the Indian entrepreneurs and to build on the mission of Atmanirbhar Bharat, Border Security Forces (BSF) seeks to organize Hackathons with Indian startups and premier Institutions for cost effective solutions to strengthen the border security scenario. In compliance to the directions, Ministry of Electronics & IT Startup Hub (MeitY Startup Hub) is collaborating with BSF to provide access to the platform, resources, startups, and institutions which can be engaged in th",https://msh.meity.gov.in/program/mshcorporate/bhumi,PARENT_UNRESOLVED;ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
meitybundle_4b1b886478e692555a3f,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — SAMRIDH — HACKATHON,2,meitychild_69d76272a22e953174e3,IHMCL Barrier-less Free-flow Tolling and Intelligent Traffic Management Hackathon,Ihmcl,HACKATHON,HACKATHON,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshcorporate/ihmcl,,SAMRIDH,Ihmcl,meitycall_b2b15a80eaf08c64193e,,,UNRESOLVED,UNSUPPORTED_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,,MATCHED_EXISTING_PROGRAMME,"meitycall_b2b15a80eaf08c64193e Ihmcl MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/ihmcl VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Ihmcl Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > IHMCL BARRIER-LESS FREE-FLOW TOLLING SYSTEM AND INTELLIGENT TRAFFIC MANAGEMENT SYSTEM FOR IHMCL Background: With a view to leveraging the innovations by the Indian entrepreneurs and in line with mission of Digital India, Indian Highways Management","meitycall_b2b15a80eaf08c64193e Ihmcl MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/ihmcl VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Ihmcl Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > IHMCL BARRIER-LESS FREE-FLOW TOLLING SYSTEM AND INTELLIGENT TRAFFIC MANAGEMENT SYSTEM FOR IHMCL Background: With a view to leveraging the innovations by the Indian entrepreneurs and in line with mission of Digital India, Indian Highways Management Company Limited (IHMCL) in collaboration with MeitY Startup Hub (MSH) organized a Hackathon with Indian start-ups for cost effective smart tolling solutions-based Barrier-less Free-flow Tolling System and Intelligent Traffic Management System. Read More >> Get to Know Terms & Conditions Sitemap Car",https://msh.meity.gov.in/program/mshcorporate/ihmcl,ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
meitybundle_c3e0809d2cc6f8255260,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — XR Startup Program — CHALLENGE_CALL,1,meitychild_6b38c86a4eee7308abac,XR Startup Program,XR Startup Program,CHALLENGE_CALL,CHALLENGE_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,,XR Startup Program,Xr Startup Program,meitycall_2f886d6194cb0b281a16,XR Startup Program,meitycall_2f886d6194cb0b281a16,DIRECT_PARENT_EVIDENCE,,XR Startup Program,,MATCHED_EXISTING_PROGRAMME,"meitycall_2f886d6194cb0b281a16 Xr Startup Program XR Startup Program https://msh.meity.gov.in/program/mshcorporate/xr-startup-program A startup accelerator programme identity is established, but no dated application call or completed cohort instance is currently separated from the permanent programme page. Discover and link individual accelerator or grand-challenge cohort windows. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Shortlisted Startups XR Startup Program A program to discover, nurture, and accelerate XR technology startups across India. About the program XR Startup Program is a collaboration between Meta and MeitY Startup Hub (MSH). The program aims to accelerate India’s contribution towards building the foundations of the metaverse and nurturing the development of Extended Reality (","meitycall_2f886d6194cb0b281a16 Xr Startup Program XR Startup Program https://msh.meity.gov.in/program/mshcorporate/xr-startup-program A startup accelerator programme identity is established, but no dated application call or completed cohort instance is currently separated from the permanent programme page. Discover and link individual accelerator or grand-challenge cohort windows. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Shortlisted Startups XR Startup Program A program to discover, nurture, and accelerate XR technology startups across India. About the program XR Startup Program is a collaboration between Meta and MeitY Startup Hub (MSH). The program aims to accelerate India’s contribution towards building the foundations of the metaverse and nurturing the development of Extended Reality (XR) technologies in India. The metaverse is the next generation of the internet. It will be a set of digital spaces, including 3D experiences that are all interconnected so people can easily move between them and will let people do things they could not do in the physical world. While the defining q",https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
meitybundle_309481c1ff310698dcfe,BATCH_CONFIRMATION,CONFIRM_CALL_OR_CHALLENGE_GROUP,Calls/challenges — inviting applications agrienics grand challenge — GRAND_CHALLENGE,1,meitychild_08dba9dc08b87e500754,Inviting Applications Agrienics Grand Challenge,Inviting Applications Agrienics Grand Challenge,GRAND_CHALLENGE,GRAND_CHALLENGE,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,NOT_APPLICABLE,,False,False,False,False,False,False,,,,,https://www.meity.gov.in/content/inviting-applications-agrienics-grand-challenge,,inviting applications agrienics grand challenge,,,,,UNRESOLVED,UNSUPPORTED_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,,PARENT_REQUIRES_ADMIN_VERIFICATION,,,https://www.meity.gov.in/content/inviting-applications-agrienics-grand-challenge,PARENT_UNRESOLVED,False,False
meitybundle_f96e74002f226b88bfca,BATCH_CONFIRMATION,CONFIRM_HISTORICAL_GROUP,Historical evidence — GENESIS,1,meitychild_378d06aa7453e109999b,Advancing India’s Startup Ecosystem: MeitY Startup Hub & Razorpay Partnership,Advancing India’s Startup Ecosystem: MeitY Startup Hub & Razorpay Partnership,RESULT_ANNOUNCEMENT,RESULT_ANNOUNCEMENT,HISTORICAL_CLOSED,VERIFICATION_REQUIRED,CURRENT_STATUS_NOT_PROVEN,,False,False,False,False,True,False,,,,,https://msh.meity.gov.in/program/mshcorporate/razorpaypartnership,https://msh.meity.gov.in/about/applyforthelogo,GENESIS,,,,,UNRESOLVED,UNSUPPORTED_PARENT_LINK_REMOVED;INFERRED_FAMILY_CLEARED,,,RELATED_CALL_REQUIRES_ADMIN_VERIFICATION,"MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Me","MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Media News Gallery EVENTS G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More REGISTER LOGIN PARTICIPATE MedTech OCP 4.0 MedTech is a Center of Entrepreneurship in the field of MediElectronics and Health Deadline: Mar 29, 2023 PROGRAMS > MSH CORPORATE > RAZORPAY PAR",https://msh.meity.gov.in/program/mshcorporate/razorpaypartnership,RELATED_CALL_UNRESOLVED;OPENING_DATE_CONTEXT_NOT_PROVEN;CLOSING_DATE_CONTEXT_NOT_PROVEN;FOOTER_DATE_REMOVED;FOOTER_OR_PAGE_DATE_REMOVED,False,False
meitybundle_f96e74002f226b88bfca,BATCH_CONFIRMATION,CONFIRM_HISTORICAL_GROUP,Historical evidence — GENESIS,2,meitychild_1e9c1875072fc1cf487b,XR Startup Program,XR Startup Program,RESULT_ANNOUNCEMENT,RESULT_ANNOUNCEMENT,HISTORICAL_CLOSED,VERIFICATION_REQUIRED,CURRENT_STATUS_NOT_PROVEN,,False,False,False,False,True,False,,,,,https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,https://msh.meity.gov.in/about/applyforthelogo,GENESIS,Xr Startup Program,meitycall_2f886d6194cb0b281a16,XR Startup Program,meitycall_2f886d6194cb0b281a16,DIRECT_PARENT_EVIDENCE,INFERRED_FAMILY_REPAIRED,XR Startup Program,,LINKED_TO_CALL_CANDIDATE,"MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Me","MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Media News Gallery EVENTS G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More REGISTER LOGIN PARTICIPATE MedTech OCP 4.0 MedTech is a Center of Entrepreneurship in the field of MediElectronics and Health Deadline: Mar 29, 2023 Shortlisted Startups XR Startup Program",https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,OPENING_DATE_CONTEXT_NOT_PROVEN;CLOSING_DATE_CONTEXT_NOT_PROVEN,False,False
