candidate_id,existing_master_id,classification,confidence,title,heading,canonical_url,discovered_from,discovery_method,parent_hint,status_hint,published_date_signal,money_signals,rendered_used,reasons,llm_classification,llm_confidence,llm_reason
meity_e52d29e79c9a49e77102,,EVIDENCE_ONLY,0.98,why%20brussels.pdf,why%20brussels.pdf,https://msh.meity.gov.in/assets/Why%20Brussels.pdf,https://msh.meity.gov.in/program/mshinternational/brussels,rendered_dom,meity_5abfa15d098bd8a59403,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_3b5ddbeb78e08265ce67,,EVIDENCE_ONLY,0.98,navigating%20work%20permits%20in%20brussels.pdf,navigating%20work%20permits%20in%20brussels.pdf,https://msh.meity.gov.in/assets/Navigating%20Work%20permits%20in%20Brussels.pdf,https://msh.meity.gov.in/program/mshinternational/brussels,rendered_dom,meity_5abfa15d098bd8a59403,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_22c0daa7ac0ea3d88cde,,EVIDENCE_ONLY,0.98,investment%20landscape%20in%20brussels.pdf,investment%20landscape%20in%20brussels.pdf,https://msh.meity.gov.in/assets/Investment%20Landscape%20in%20Brussels.pdf,https://msh.meity.gov.in/program/mshinternational/brussels,rendered_dom,meity_5abfa15d098bd8a59403,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_7c62e7131db670920d72,,EVIDENCE_ONLY,0.98,brussels%20rd%20incentive%20guide.pdf,brussels%20rd%20incentive%20guide.pdf,https://msh.meity.gov.in/assets/Brussels%20RD%20Incentive%20Guide.pdf,https://msh.meity.gov.in/program/mshinternational/brussels,rendered_dom,meity_5abfa15d098bd8a59403,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_58a8e62d7b408bef32a9,,EVIDENCE_ONLY,0.98,stay%20coprorate%20connected.pdf,stay%20coprorate%20connected.pdf,https://msh.meity.gov.in/assets/Stay%20Coprorate%20connected.pdf,https://msh.meity.gov.in/program/mshinternational/brussels,rendered_dom,meity_5abfa15d098bd8a59403,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_b4d5c69d04f5d0f1224e,,EVIDENCE_ONLY,0.98,vivatech_2023_report.pdf,vivatech_2023_report.pdf,https://msh.meity.gov.in/assets/VivaTech_2023_report.pdf,https://msh.meity.gov.in/program/mshinternational/vivatech2023,rendered_dom,meity_c5326dd33bc853fa93f2,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_54a59960836260dc5f60,,EVIDENCE_ONLY,0.98,g20-dia-agenda-2.pdf,g20-dia-agenda-2.pdf,https://msh.meity.gov.in/assets/G20-DIA-agenda-2.pdf,https://msh.meity.gov.in/g20dia/programs-at-glance,rendered_dom,,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_062e3a162c27d9948d82,,EVIDENCE_ONLY,0.98,logoguidelines.pdf,logoguidelines.pdf,https://msh.meity.gov.in/assets/LogoGuidelines.pdf,https://msh.meity.gov.in/about/mshlogousageguidelines,rendered_dom,,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_1c82ea0ded81593b40b3,,EVIDENCE_ONLY,0.98,g20_dia_brochure%20(1).pdf,g20_dia_brochure%20(1).pdf,https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf,https://msh.meity.gov.in/g20dia/g20diaoverview,rendered_dom,,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_d9dc569971968177411b,,EVIDENCE_ONLY,0.98,g-20-dia-summit-2023-exhibitor-manual.pdf,g-20-dia-summit-2023-exhibitor-manual.pdf,https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf,https://msh.meity.gov.in/g20dia/g20diaoverview,rendered_dom,meity_d7781f7865cb61e6e99f,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_777ca4c49963a2e4080e,,EVIDENCE_ONLY,0.98,g20_dia_floorplan.pdf,g20_dia_floorplan.pdf,https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf,https://msh.meity.gov.in/g20dia/g20diaoverview,rendered_dom,,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_309f98efef2b257d6f4e,,EVIDENCE_ONLY,0.98,g20_dia_summit_2023_exhibitor_directory_v3.pdf,g20_dia_summit_2023_exhibitor_directory_v3.pdf,https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf,https://msh.meity.gov.in/g20dia/g20diaoverview,rendered_dom,meity_d7781f7865cb61e6e99f,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
meity_08ecd4ca8f86471e3d5e,,EVIDENCE_ONLY,0.98,risingaboveuncertainty-the2022sagaofindiantechstart-ups_0.pdf,risingaboveuncertainty-the2022sagaofindiantechstart-ups_0.pdf,https://msh.meity.gov.in/assets/RisingAboveUncertainty-The2022SagaofIndianTechStart-ups_0.pdf,https://msh.meity.gov.in/g20dia/g20diaoverview,rendered_dom,,,,,False,OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY,,0.0,
