candidate_id,canonical_name,entity_type,entity_reason,entity_confidence,record_kind,programme_status,application_status,status_basis,opening_date,closing_date,official_page_url,application_url,source,ministry,implementing_agency,startup_relevance,startup_relevance_confidence,parent_candidate_id,parent_master_id,parent_scheme_name,parent_resolution,related_candidate_id,existing_master_id,existing_public_record,evidence_id,evidence_excerpt,status_evidence,source_evidence_urls,quality_flags,admin_queue,publication_eligible,apply_action_allowed,duplicate_key
meity380_c35f1172825341106272,Event Partner,DIRECTORY_OR_LISTING,Generic directory/listing identity,0.99,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,2025-07-11,2025-07-24,https://msh.meity.gov.in/event-partner,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,0.79,,,,UNRESOLVED,,meitycall_37a5f7055e19110989f3,False,meityev_e22e8116b2e49873a58f,"meitycall_37a5f7055e19110989f3 Event Partner MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/event-partner VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Event Partner Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Events List Title : 𝗠𝗲𝗶𝘁𝗬 𝗦𝘁𝗮𝗿�... Description : MeitY Startup Hub has signed an MoU with HCLTech to jointly strengthen youth entrepreneurship and digital empowerment under the ARISE initiative. The MoU was signed by Srimathi Shivashankar, Corporate Vice President, HCLTe","meitycall_37a5f7055e19110989f3 Event Partner MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/event-partner VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Event Partner Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Events List Title : 𝗠𝗲𝗶𝘁𝗬 𝗦𝘁𝗮𝗿�... Description : MeitY Startup Hub has signed an MoU with HCLTech to jointly strengthen youth entrepreneurship and digital empowerment under the ARISE initiative. The MoU was signed by Srimathi Shivashankar, Corporate Vice President, HCLTech, and Dr.Panneerselvam ( PS ) Madanagopal, CEO, MeitY Startup Hub. Date : July 22, 2025 - July 22, 2025 Posted On : July 24, 2025 Title : 𝗜𝗻𝗱𝗶𝗮–𝗚𝗲𝗿𝗺�... Description : MeitY Startup Hub had the privilege of hosting a high-level delegation from Germany led by Senator Franziska Giffey, Deputy Governi",https://msh.meity.gov.in/event-partner,,EXCLUDED_EVIDENCE,False,False,7070daa06f43f8fc465ea591d11edc23fbdd0f014fe444241b5aae48b41d1887
meity380_97efb86cfb4b9105242a,Exhibition,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/g20dia/exhibition,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_f2ac99658f762bd5e91d,NOT_QUEUE_ELIGIBLE_AFTER_GOVERNED_CLASSIFICATION Exhibition https://msh.meity.gov.in/g20dia/exhibition,NOT_QUEUE_ELIGIBLE_AFTER_GOVERNED_CLASSIFICATION Exhibition https://msh.meity.gov.in/g20dia/exhibition,https://msh.meity.gov.in/g20dia/exhibition,,EXCLUDED_EVIDENCE,False,False,4fc97bd3b802055de31f459c8960eb09154736a5c7f666b9f772c0ffe69096ef
meity380_2530f4fbf026547435dc,g-20-dia-summit-2023-exhibitor-manual.pdf,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_592de60f02bbf03cf7cd,meity_d9dc569971968177411b EVIDENCE_ONLY 0.98 g-20-dia-summit-2023-exhibitor-manual.pdf g-20-dia-summit-2023-exhibitor-manual.pdf https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom meity_d7781f7865cb61e6e99f 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:23+00:00,meity_d9dc569971968177411b EVIDENCE_ONLY 0.98 g-20-dia-summit-2023-exhibitor-manual.pdf g-20-dia-summit-2023-exhibitor-manual.pdf https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom meity_d7781f7865cb61e6e99f 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:23+00:00,https://msh.meity.gov.in/assets/Broucher/G-20-DIA-Summit-2023-Exhibitor-Manual.pdf,,EXCLUDED_EVIDENCE,False,False,1a150ee26ccacace2d3b1dec49d7970b31133b646aee688f3964d80b8146032e
meity380_4775847a22b72dc8f0c5,G20 DIA EXPO,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/g20dia/exhibition,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_8e813753bddd54e7085f,NOT_QUEUE_ELIGIBLE_AFTER_GOVERNED_CLASSIFICATION G20 DIA EXPO https://msh.meity.gov.in/g20dia/exhibition,NOT_QUEUE_ELIGIBLE_AFTER_GOVERNED_CLASSIFICATION G20 DIA EXPO https://msh.meity.gov.in/g20dia/exhibition,https://msh.meity.gov.in/g20dia/exhibition,,EXCLUDED_EVIDENCE,False,False,bdc244d9f3f9676920cccb1ec634667ffe684b860b997d40b4e17800b1673e33
meity380_b788341b529a25a8767f,g20_dia_brochure%20(1).pdf,UNRESOLVED_NON_CALL,Insufficient scheme/call evidence,0.35,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_a5d3355b683360bcc77a,meity_1c82ea0ded81593b40b3 EVIDENCE_ONLY 0.98 g20_dia_brochure%20(1).pdf g20_dia_brochure%20(1).pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:21+00:00,meity_1c82ea0ded81593b40b3 EVIDENCE_ONLY 0.98 g20_dia_brochure%20(1).pdf g20_dia_brochure%20(1).pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:21+00:00,https://msh.meity.gov.in/assets/Broucher/G20_DIA_Brochure%20(1).pdf,,EXCLUDED_EVIDENCE,False,False,2f8cb21a7d2f0c7893052100dab9d59698b04779e551d5f4880ad08bfd21565a
meity380_026cf608da47cc2e1c7e,g20_dia_floorplan.pdf,UNRESOLVED_NON_CALL,Insufficient scheme/call evidence,0.35,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_9691f213ab37e1eca19c,meity_777ca4c49963a2e4080e EVIDENCE_ONLY 0.98 g20_dia_floorplan.pdf g20_dia_floorplan.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:23+00:00,meity_777ca4c49963a2e4080e EVIDENCE_ONLY 0.98 g20_dia_floorplan.pdf g20_dia_floorplan.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:23+00:00,https://msh.meity.gov.in/assets/Broucher/G20_DIA_FLOORPLAN.pdf,,EXCLUDED_EVIDENCE,False,False,d6d772fbc6c39e188d19555795368cf49d77ae3c2d199356764ba57d93fc6710
meity380_2995a50364ea46b39162,g20_dia_summit_2023_exhibitor_directory_v3.pdf,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_d0255702f78495708fb2,meity_309f98efef2b257d6f4e EVIDENCE_ONLY 0.98 g20_dia_summit_2023_exhibitor_directory_v3.pdf g20_dia_summit_2023_exhibitor_directory_v3.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom meity_d7781f7865cb61e6e99f 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:24+00:00,meity_309f98efef2b257d6f4e EVIDENCE_ONLY 0.98 g20_dia_summit_2023_exhibitor_directory_v3.pdf g20_dia_summit_2023_exhibitor_directory_v3.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf https://msh.meity.gov.in/g20dia/g20diaoverview rendered_dom meity_d7781f7865cb61e6e99f 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:24+00:00,https://msh.meity.gov.in/assets/Broucher/G20_DIA_SUMMIT_2023_Exhibitor_Directory_v3.pdf,,EXCLUDED_EVIDENCE,False,False,56b14db9bce72e6186e4fdaa2b9c1ce96eb380e01e5e383f81e6fa1b13a125dd
meity380_50305ade804c6d6eafbb,G20Diaoverview,UNRESOLVED_NON_CALL,Insufficient scheme/call evidence,0.35,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/g20dia/g20diaoverview,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,meitycall_056b139f54fba2e7a8b3,False,meityev_304438e3dad98c60ada4,"meitycall_056b139f54fba2e7a8b3 G20Diaoverview https://msh.meity.gov.in/g20dia/g20diaoverview PUBLISHED 1 VERIFICATION_REQUIRED EVENT_OR_CONFERENCE The evidence describes an event, summit, delegation or conference, not a live application window. NON_CALL_PAGE False Retain as ecosystem history only if separately governed. 3","meitycall_056b139f54fba2e7a8b3 G20Diaoverview https://msh.meity.gov.in/g20dia/g20diaoverview PUBLISHED 1 VERIFICATION_REQUIRED EVENT_OR_CONFERENCE The evidence describes an event, summit, delegation or conference, not a live application window. NON_CALL_PAGE False Retain as ecosystem history only if separately governed. 3",https://msh.meity.gov.in/g20dia/g20diaoverview,,EXCLUDED_EVIDENCE,False,False,91af07e035449a5ad51372ce4681508c58d537749b7a889312faba6e246c97b8
meity380_562627bae4b4ad87f4cc,G20Diaoverview,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/g20dia/g20diaoverview,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,meitycall_056b139f54fba2e7a8b3,False,meityev_6a9dbb04164fb23fd855,"meitycall_056b139f54fba2e7a8b3 G20Diaoverview https://msh.meity.gov.in/g20dia/g20diaoverview EVENT_OR_CONFERENCE G20 DIA overview is a summit overview, not an application call. False","meitycall_056b139f54fba2e7a8b3 G20Diaoverview https://msh.meity.gov.in/g20dia/g20diaoverview EVENT_OR_CONFERENCE G20 DIA overview is a summit overview, not an application call. False",https://msh.meity.gov.in/g20dia/g20diaoverview,,EXCLUDED_EVIDENCE,False,False,682a8ed83a9f67adc2549484f11439c92a4bed3dcadc170cc1ee8fa81b297f66
meity380_7b7b27de27915bd4876e,logoguidelines.pdf,UNRESOLVED_NON_CALL,Insufficient scheme/call evidence,0.35,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/assets/LogoGuidelines.pdf,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_dfd995dc9265905c4936,meity_062e3a162c27d9948d82 EVIDENCE_ONLY 0.98 logoguidelines.pdf logoguidelines.pdf https://msh.meity.gov.in/assets/LogoGuidelines.pdf https://msh.meity.gov.in/assets/LogoGuidelines.pdf https://msh.meity.gov.in/about/mshlogousageguidelines rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:20+00:00,meity_062e3a162c27d9948d82 EVIDENCE_ONLY 0.98 logoguidelines.pdf logoguidelines.pdf https://msh.meity.gov.in/assets/LogoGuidelines.pdf https://msh.meity.gov.in/assets/LogoGuidelines.pdf https://msh.meity.gov.in/about/mshlogousageguidelines rendered_dom 200 application/pdf 2 0 0 0 0 False OFFICIAL_DOCUMENT_NOT_MASTER_IDENTITY False 0.0 2026-07-13T06:57:20+00:00,https://msh.meity.gov.in/assets/LogoGuidelines.pdf,,EXCLUDED_EVIDENCE,False,False,be8543d5f0bdf9ff08a2c1d7b9e6dbc9cc7bc80928fad226b24eef6cde8fe8aa
meity380_e93be32451ef427434bf,MeityStartupHub,UNRESOLVED_NON_CALL,Insufficient scheme/call evidence,0.35,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,,https://msh.meity.gov.in/,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,0.42,,,,UNRESOLVED,,,False,meityev_e70263e4391e7058e491,csv_row:2 GENERIC_OR_MISSING_CALL_TITLE data\departments\meity\v3_4_3_0\meity_discovered_pages_v3_4_3_0.csv MeityStartupHub https://msh.meity.gov.in/,csv_row:2 GENERIC_OR_MISSING_CALL_TITLE data\departments\meity\v3_4_3_0\meity_discovered_pages_v3_4_3_0.csv MeityStartupHub https://msh.meity.gov.in/,https://msh.meity.gov.in/,,EXCLUDED_EVIDENCE,False,False,9d7a0b06d4ec07eba53042f45c5d0ac911f1bab79cf117f6ed4d07398d25982f
meity380_6fe87a3a89d1b2094102,MeityStartupHub,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,2026-07-13,https://msh.meity.gov.in/about/applyforthelogo,https://msh.meity.gov.in/about/applyforthelogo,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,0.79,,,,UNRESOLVED,,,False,meityev_2b7a0127b14655c28f7e,meity_de57d5ec7706e02c61e5 NON_CATALOGUE 1.0 MeityStartupHub APPLICATION FOR MSH LOGO https://msh.meity.gov.in/about/applyforthelogo https://msh.meity.gov.in/about/applyforthelogo https://msh.meity.gov.in/schemes/samridh rendered_dom 200 text/html 1 0 43 0 0 True UNRELATED_MSH_LOGO_APPLICATION False 0.0 2026-07-13T06:54:44+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN ABOUT > APPLY FOR MSH LOGO APPLICATION FOR MSH LOGO Applicant Details Name of Applicant* Telephone No Mobile No* Email ID* Applicant's Organization* Designation* Have you organized any startup related events in the past?* Select Yes No Address of Organizer* Event Details Name of the Event for which permission is being sought for use of ‘MSH’ Logo* Date of Event* Nature and importance of the event* Profile / track record of the organise,"meity_de57d5ec7706e02c61e5 NON_CATALOGUE 1.0 MeityStartupHub APPLICATION FOR MSH LOGO https://msh.meity.gov.in/about/applyforthelogo https://msh.meity.gov.in/about/applyforthelogo https://msh.meity.gov.in/schemes/samridh rendered_dom 200 text/html 1 0 43 0 0 True UNRELATED_MSH_LOGO_APPLICATION False 0.0 2026-07-13T06:54:44+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN ABOUT > APPLY FOR MSH LOGO APPLICATION FOR MSH LOGO Applicant Details Name of Applicant* Telephone No Mobile No* Email ID* Applicant's Organization* Designation* Have you organized any startup related events in the past?* Select Yes No Address of Organizer* Event Details Name of the Event for which permission is being sought for use of ‘MSH’ Logo* Date of Event* Nature and importance of the event* Profile / track record of the organisers* Profile of participants and delegates are required* Other deliverables offered by way of exhibition space at the venue, distribution of DIPP’s publicity material in the delegate kits, etc.* Nature of the Programme* Profile / track record of the producers of the programme* Target audience* Conten",https://msh.meity.gov.in/about/applyforthelogo,,EXCLUDED_EVIDENCE,False,False,c39ba186b0d6e78a5d858cf8b5079cf9beb80fdb849faebca36385f1b5c45870
meity380_4a401ae0f03db8f2f337,MeityStartupHub,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,2026-07-13,https://msh.meity.gov.in/about/mshlogousageguidelines,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,0.79,,,,UNRESOLVED,,,False,meityev_6e09ffa2a69bd5648690,"meity_a36df448cf78268047b5 EVIDENCE_ONLY 0.78 MeityStartupHub https://msh.meity.gov.in/about/mshlogousageguidelines https://msh.meity.gov.in/about/mshlogousageguidelines https://msh.meity.gov.in/schemes/samridh rendered_dom 147173e17ea741687247 STATUS_REQUIRES_VALIDATION 200 text/html 1 0 44 0 0 True GUIDANCE_NOTIFICATION_OR_REPORT_SIGNAL True EVIDENCE_ONLY 0.8 The page provides guidelines for the use of 'MSH' logo and does not detail a permanent scheme or programme. 2026-07-13T06:54:38+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN ABOUT > MSH LOGO USAGE GUIDELINES Guidelines for permitting the use of ‘MSH’ logo Logo support of MeitY Startup Hub (MSH) may be extended without any financial, administrative, technical, and legal obligations on the part of MeitY and MSH. MSH may allow the use of its log","meity_a36df448cf78268047b5 EVIDENCE_ONLY 0.78 MeityStartupHub https://msh.meity.gov.in/about/mshlogousageguidelines https://msh.meity.gov.in/about/mshlogousageguidelines https://msh.meity.gov.in/schemes/samridh rendered_dom 147173e17ea741687247 STATUS_REQUIRES_VALIDATION 200 text/html 1 0 44 0 0 True GUIDANCE_NOTIFICATION_OR_REPORT_SIGNAL True EVIDENCE_ONLY 0.8 The page provides guidelines for the use of 'MSH' logo and does not detail a permanent scheme or programme. 2026-07-13T06:54:38+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN ABOUT > MSH LOGO USAGE GUIDELINES Guidelines for permitting the use of ‘MSH’ logo Logo support of MeitY Startup Hub (MSH) may be extended without any financial, administrative, technical, and legal obligations on the part of MeitY and MSH. MSH may allow the use of its logo with prior written consent to the organized events/conferences/summits/programs of partners in the technology, entrepreneurship and innovation sector. Download Branding Guideline (Attachment) Get to Know Terms & Conditions Sitemap Careers Feedback About Us Contact Us Grievance Blogs Forum Privacy ",https://msh.meity.gov.in/about/mshlogousageguidelines,,EXCLUDED_EVIDENCE,False,False,011caabe4ed466b35a3410df5cd6be88dd4308b38f99b4125e6ac9a20505e635
meity380_e2df8f1d8e9db121748d,MeityStartupHub,ORGANISATION_PROFILE,Organisation profile page,0.99,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,2026-07-13,https://msh.meity.gov.in/about/organisationprofile,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,0.86,,,,UNRESOLVED,,meitycall_11ee67b180d2f208f8ef,False,meityev_5b34d499b07eb52c5968,"meity_d09656085af5414ea7e5 CALL_INSTANCE_CANDIDATE 0.78 MeityStartupHub https://msh.meity.gov.in/about/organisationprofile https://msh.meity.gov.in/about/organisationprofile https://msh.meity.gov.in/schemes/samridh rendered_dom 147173e17ea741687247 CALL_STATUS_REQUIRES_DATE_VALIDATION 200 text/html 1 0 43 0 0 True CALL_COHORT_CHALLENGE_SIGNAL True NON_CATALOGUE 0.8 The provided page is an about us or organizational profile page and does not contain information specific to a permanent scheme or programme. 2026-07-13T06:54:26+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN MeitY Startup Hub India is among top 3 startup ecosystems in the world. In order to boost the Indian economy, innovation and entrepreneurship in the emerging focus area that is being aggressively promoted to give fillip to the Indian ","meity_d09656085af5414ea7e5 CALL_INSTANCE_CANDIDATE 0.78 MeityStartupHub https://msh.meity.gov.in/about/organisationprofile https://msh.meity.gov.in/about/organisationprofile https://msh.meity.gov.in/schemes/samridh rendered_dom 147173e17ea741687247 CALL_STATUS_REQUIRES_DATE_VALIDATION 200 text/html 1 0 43 0 0 True CALL_COHORT_CHALLENGE_SIGNAL True NON_CATALOGUE 0.8 The provided page is an about us or organizational profile page and does not contain information specific to a permanent scheme or programme. 2026-07-13T06:54:26+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN MeitY Startup Hub India is among top 3 startup ecosystems in the world. In order to boost the Indian economy, innovation and entrepreneurship in the emerging focus area that is being aggressively promoted to give fillip to the Indian economy. A variety of innovation and IPR-related activities are being led and facilitated nationwide by the Ministry of Electronics and Information Technology (MeitY), Government of India, in an effort to grow this ecosystem. In order to facilitate MeitY’s vision of promoting technology innovation, ",https://msh.meity.gov.in/about/organisationprofile,,EXCLUDED_EVIDENCE,False,False,332b3f225fffde386c2ce7abfeffe4431f42b26c3ed7e12d6d4dd82060886c75
meity380_f0ed0af435d988e88342,MeityStartupHub,EVENT_OR_CONFERENCE,Event/conference page without call markers,0.88,EVIDENCE_ONLY,NOT_APPLICABLE,NOT_APPLICABLE,Excluded page role,,2026-07-13,https://msh.meity.gov.in/booking/coworking,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,0.79,,,,UNRESOLVED,,,False,meityev_365754a1c71310bdf69e,meity_006ee8c42acc4a8cc7c7 NON_CATALOGUE 0.85 MeityStartupHub State https://msh.meity.gov.in/booking/coworking https://msh.meity.gov.in/booking/coworking https://msh.meity.gov.in/schemes/samridh rendered_dom STATUS_REQUIRES_VALIDATION 200 text/html 1 0 43 0 0 True GENERIC_OR_NAVIGATION_PAGE False 0.0 2026-07-13T06:55:26+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Filters State Entity Type Lab Venue space Co-Working Space (132) Equipment Book Asset Name : AIC GGSIPU Created by : AIC GGSIPU FOUNDATION DELHI Location : South West Delhi Book Asset Name : AIC ISB Created by : AIC ISB Association Location : Mohali Book Asset Name : iHub Anubhuti IIITD Foundation Created by : iHub Anubhuti IIITD Foundation Location : New Delhi Book Asset Name : Conference room Created by : Spmvv society for innovation in,meity_006ee8c42acc4a8cc7c7 NON_CATALOGUE 0.85 MeityStartupHub State https://msh.meity.gov.in/booking/coworking https://msh.meity.gov.in/booking/coworking https://msh.meity.gov.in/schemes/samridh rendered_dom STATUS_REQUIRES_VALIDATION 200 text/html 1 0 43 0 0 True GENERIC_OR_NAVIGATION_PAGE False 0.0 2026-07-13T06:55:26+00:00 Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Filters State Entity Type Lab Venue space Co-Working Space (132) Equipment Book Asset Name : AIC GGSIPU Created by : AIC GGSIPU FOUNDATION DELHI Location : South West Delhi Book Asset Name : AIC ISB Created by : AIC ISB Association Location : Mohali Book Asset Name : iHub Anubhuti IIITD Foundation Created by : iHub Anubhuti IIITD Foundation Location : New Delhi Book Asset Name : Conference room Created by : Spmvv society for innovation incubation entrepreneurship-Technology business incubator (SSIIE-TBI). Location : Tirupati Book Asset Name : Co-working space in Cubicles and Labs Created by : Spmvv society for innovation incubation entrepreneurship-Technology business incubator (SSIIE-TBI). Location : Tirupati Book Asset Name : Yout,https://msh.meity.gov.in/booking/coworking,,EXCLUDED_EVIDENCE,False,False,e32de342574a8ada46848e16506ce494f3d9082dd0f0587a5b1583a93e211320
