call_id,department_code,call_title,record_role,call_type,applicant_layer,applicant_layer_reason,parent_master_id,parent_resolution,parent_resolution_reason,opening_date,closing_date,application_status,status_reason,startup_relevance,startup_relevance_reason,sector_scope,primary_sector,secondary_sectors,sector_reason,sector_review_required,detail_url,attachment_url,source_container_url,source_container_role,source_row_number,source_fetched_at,eligible_applicants,funding_summary,funding_maximum,application_url,guideline_url,evidence_note,implementing_entity,implementation_role,status_basis,status_evidence,last_verified_at,startup_stage
dst_call_d7088ae4f89f4195e845,DST,NIDHI - EIR 5th Call for application for incubation for become Program Executive Partners,CALL_INSTANCE,CALL_FOR_APPLICATIONS,INTERMEDIARY_IMPLEMENTER,Official evidence indicates an intermediary applicant: become program executive partner.,dst_programme_nidhi_eir,ALIAS_MATCH,Matched authoritative alias: NIDHI-EIR.,12/05/2022,03/06/2022,CLOSED,Official closing date is before the verification date.,STARTUP_ECOSYSTEM_CALL,Official evidence indicates an intermediary applicant: become program executive partner. This is related to startup support but is not a direct founder opportunity.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/nidhi-eir-5th-call-application-incubation-become-program-executive-partners,,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,11,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_defed5639a53ee8c44b1,DST,NIDHI - PRAYAS 5th Call for application for incubation for becoming PRAYAS CENTRE,CALL_INSTANCE,CALL_FOR_APPLICATIONS,INTERMEDIARY_IMPLEMENTER,Official evidence indicates an intermediary applicant: becoming prayas centre.,dst_programme_nidhi_prayas,ALIAS_MATCH,Matched authoritative alias: NIDHI-PRAYAS.,12/05/2022,03/06/2022,CLOSED,Official closing date is before the verification date.,STARTUP_ECOSYSTEM_CALL,Official evidence indicates an intermediary applicant: becoming prayas centre. This is related to startup support but is not a direct founder opportunity.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/nidhi-prayas-5th-call-application-incubation-becoming-prayas-centre,,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_d5856a69a1d1c6438fea,DST,BRICS STI Framework Programme 7th Coordinated Call for BRICS Multilateral Projects 2026,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,20/05/2026,03/07/2026,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",MULTI_SECTOR,Quantum Technology,Healthcare & MedTech; Agriculture & AgriTech,Official call evidence contains Quantum Technology: quantum computing; Healthcare & MedTech: healthcare; Agriculture & AgriTech: agriculture.,false,https://dst.gov.in/callforproposals/brics-sti-framework-programme-7th-coordinated-call-brics-multilateral-projects-2026,,https://dst.gov.in/archive-call-for-proposals?page=17,CALL_INDEX_CONTAINER,8,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_2aaaf55672274b1de065,DST,Women Entrepreneur Quest 2017,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,10/08/2017,03/09/2017,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: entrepreneur.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/women-entrepreneur-quest-2017,,https://dst.gov.in/archive-call-for-proposals?page=1,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:27+00:00,,,,,,,,,,,,
dst_call_04ff53db4704bb8a04c7,DST,India-EU Joint Call on Integrated Local Energy Systems,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,05/05/2020,03/09/2020,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-eu-joint-call-integrated-local-energy-systems,https://dst.gov.in/sites/default/files/India-EU%20-%20Integrated%20Local%20Energy%20Systems%20-%20Frequently%20Asked%20Questions.pdf,https://dst.gov.in/archive-call-for-proposals?page=8,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_299db3746fe76465c4a2,DST,DST- JSPS Indo Japan Call 2024,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,03/06/2024,03/09/2024,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Agriculture & AgriTech,,Official call evidence contains Agriculture & AgriTech: agriculture.,false,https://dst.gov.in/callforproposals/dst-jsps-indo-japan-call-2024,,https://dst.gov.in/archive-call-for-proposals?page=15,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:58+00:00,,,,,,,,,,,,
dst_call_f5a677a111c3971d74cd,DST,INDIA-JAPAN Cooperative Science Programme (IJCSP) Call for Proposals-2025,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,05/06/2025,03/09/2025,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,Excluded call type: cooperative science programme.,SPECIFIC,Agriculture & AgriTech,,Official call evidence contains Agriculture & AgriTech: agriculture.,false,https://dst.gov.in/callforproposals/india-japan-cooperative-science-programme-ijcsp-call-proposals-2025,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,19,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_f1d345241db963deddf2,DST,DST- JSPS call for proposal 2026 under the Indo-Japan Cooperative Science Programme (IJCSP),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,15/06/2026,03/09/2026,OPEN,Verification date falls within the official opening and closing dates.,NOT_STARTUP_RELEVANT,Excluded call type: cooperative science programme.,SPECIFIC,Agriculture & AgriTech,,Official call evidence contains Agriculture & AgriTech: agriculture.,false,https://dst.gov.in/callforproposals/dst-jsps-call-proposal-2026-under-indo-japan-cooperative-science-programme-ijcsp,,https://dst.gov.in/call-for-proposals,CALL_INDEX_CONTAINER,1,2026-07-11T07:51:42+00:00,,,,,,,,,,,,
dst_call_1c48b4114ca03d912434,DST,Indo-German Science & Technology Centre (IGSTC) Announces Call for Grant Applications for Indo-German R & D Partnership on research projects with industrial relevance.,CALL_INSTANCE,CALL_FOR_APPLICATIONS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,31/10/2018,04/02/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/indo-german-science-technology-centre-igstc-announces-call-grant-applications-0,https://dst.gov.in/sites/default/files/IGSTC%20Call%202018.pdf,https://dst.gov.in/archive-call-for-proposals?page=5,CALL_INDEX_CONTAINER,9,2026-07-10T09:24:31+00:00,,,,,,,,,,,,
dst_call_e9f70763aaed38eb9523,DST,DMREF: DST - U.S. NSF Pre Call Launch,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,21/01/2025,04/02/2025,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/dmref-dst-us-nsf-pre-call-launch,https://dst.gov.in/sites/default/files/DMREF%20pre%20call%20launch%20announcement_0.pdf,https://dst.gov.in/archive-call-for-proposals?page=15,CALL_INDEX_CONTAINER,18,2026-07-10T09:24:58+00:00,,,,,,,,,,,,
dst_call_be5006c7b4d509a4fee1,DST,PFA announcement/guideline for the Indo-Japan Joint call for proposal,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,09/07/2019,04/09/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/pfa-announcementguideline-indo-japan-joint-call-proposal,https://dst.gov.in/sites/default/files/For%20website%20-%20Call%20for%20Proposals%202019-converted.pdf,https://dst.gov.in/archive-call-for-proposals?page=6,CALL_INDEX_CONTAINER,19,2026-07-10T09:24:32+00:00,,,,,,,,,,,,
dst_call_8fe1eaa002a8402cf724,DST,Call for Proposal: Indo- Sri Lanka Joint Research Programme,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,16/09/2019,04/11/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-indo-sri-lanka-joint-research-programme,https://dst.gov.in/sites/default/files/Call%20for%20Proposal%202019_final.pdf,https://dst.gov.in/archive-call-for-proposals?page=7,CALL_INDEX_CONTAINER,5,2026-07-10T09:24:33+00:00,,,,,,,,,,,,
dst_call_e554299a46d1d91fbea0,DST,Seeking full proposals under 5th BRICS call from shortlisted Project Investigators (2nd Stage submission) - Date Extended till 5th May 2022,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,09/02/2022,05/05/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/seeking-full-proposals-under-5th-brics-call-shortlisted-project-investigators-2nd,https://dst.gov.in/sites/default/files/final%20advertisement%20%281%29.pdf,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,8,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
dst_call_89937d19f7c1c36ff43d,DST,"India-Austria Science & Technology Cooperation, Call for Proposals -2026",CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,20/04/2026,05/06/2026,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-austria-science-technology-cooperation-call-proposals-2026,,https://dst.gov.in/archive-call-for-proposals?page=17,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_a82efb25c10696da9e50,DST,"Call for proposal for Geospatial Technology and Solutions: Last date extended till 05th August, 2024",CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,13/06/2024,05/08/2024,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: startup.,SPECIFIC,Geospatial Technology,,Official call evidence contains Geospatial Technology: geospatial.,false,https://dst.gov.in/callforproposals/call-proposal-geospatial-technology-and-solutions-last-date-extended-till-05th,,https://dst.gov.in/archive-call-for-proposals?page=15,CALL_INDEX_CONTAINER,1,2026-07-10T09:24:58+00:00,,,,,,,,,,,,
dst_call_361169cbe264fbeb673d,DST,India-Japan Cooperative Science Programme (IJCSP),CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,10/07/2018,05/09/2018,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,Excluded call type: cooperative science programme.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-japan-cooperative-science-programme-ijcsp,https://dst.gov.in/sites/default/files/For%20Website%20DST-JSPS%20Call%20for%20proposals.pdf,https://dst.gov.in/archive-call-for-proposals?page=4,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:30+00:00,,,,,,,,,,,,
dst_call_527183fc718d637d2897,DST,Call For Proposal: India-Israel CFP 2020-22 for joint research cooperation,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,04/09/2019,05/12/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-india-israel-cfp-2020-22-joint-research-cooperation,https://dst.gov.in/sites/default/files/For%20website%20-CFP%20India-Israel%202020-2022.pdf,https://dst.gov.in/archive-call-for-proposals?page=7,CALL_INDEX_CONTAINER,7,2026-07-10T09:24:33+00:00,,,,,,,,,,,,
dst_call_280f793bc3f5030b5025,DST,DST Overseas Visiting Fellowship Admissions,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,15/02/2019,06/04/2019,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/dst-overseas-visiting-fellowship-admissions,https://dst.gov.in/sites/default/files/DST_Overseas_Visiting_Fellowship_Advt.%202019.pdf,https://dst.gov.in/archive-call-for-proposals?page=5,CALL_INDEX_CONTAINER,18,2026-07-10T09:24:31+00:00,,,,,,,,,,,,
dst_call_98619f12bd164efc2e79,DST,India Sweden joint Industrial R&D call 2021,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,08/03/2021,06/05/2021,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-sweden-joint-industrial-rd-call-2021,,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,16,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_61c0fb6664fb5bbbf335,DST,"Indo-French Call for Joint Research and Innovation Project Proposals in ""Green Hydrogen Innovations for Sustainable Energy Solutions"" 2025 Edition",CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,06/03/2025,06/05/2025,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",SPECIFIC,Renewable Energy & Energy Storage,,Official call evidence contains Renewable Energy & Energy Storage: hydrogen.,false,https://dst.gov.in/callforproposals/indo-french-call-joint-research-and-innovation-project-proposals-green-hydrogen,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,5,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_20002df8cd83f16b3735,DST,Call for Proposal under Policy Research Cell (PRC),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,01/05/2025,06/06/2025,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-under-policy-research-cell-prc,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,11,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_735903514741c1fa96c6,DST,Call - India-Japan Cooperative Science Programme (IJCSP),CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,21/07/2017,06/09/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,Excluded call type: cooperative science programme.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-india-japan-cooperative-science-programme-ijcsp,https://dst.gov.in/sites/default/files/DST-JSPS%20Call%20for%20Proposal%20-%202018.pdf,https://dst.gov.in/archive-call-for-proposals?page=1,CALL_INDEX_CONTAINER,12,2026-07-10T09:24:27+00:00,,,,,,,,,,,,
dst_call_af3584ebe23b8ae39438,DST,DST - RCN Norway Joint Call on ICT 2017,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,19/04/2017,06/09/2017,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,"No explicit startup, innovator, entrepreneur or incubator beneficiary evidence.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/dst-rcn-norway-joint-call-ict-2017,https://dst.gov.in/sites/default/files/DST-RCN-Norway-joint-Call-on-ICT-2017.pdf,https://dst.gov.in/archive-call-for-proposals?page=1,CALL_INDEX_CONTAINER,11,2026-07-10T09:24:27+00:00,,,,,,,,,,,,
dst_call_cdc798fecc7517931b4d,DST,"Call for proposal-2022 under ""India-Japan Cooperative Science Programme",CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,18/07/2022,06/09/2022,CLOSED,Official closing date is before the verification date.,NOT_STARTUP_RELEVANT,Excluded call type: cooperative science programme.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-2022-under-india-japan-cooperative-science-programme,https://dst.gov.in/sites/default/files/IJCSP%20CFP%202022.pdf,https://dst.gov.in/archive-call-for-proposals?page=11,CALL_INDEX_CONTAINER,19,2026-07-10T09:24:38+00:00,,,,,,,,,,,,
