call_id,department_code,call_title,record_role,call_type,applicant_layer,applicant_layer_reason,parent_master_id,parent_resolution,parent_resolution_reason,opening_date,closing_date,application_status,status_reason,startup_relevance,startup_relevance_reason,sector_scope,primary_sector,secondary_sectors,sector_reason,sector_review_required,detail_url,attachment_url,source_container_url,source_container_role,source_row_number,source_fetched_at,eligible_applicants,funding_summary,funding_maximum,application_url,guideline_url,evidence_note,implementing_entity,implementation_role,status_basis,status_evidence,last_verified_at,startup_stage
dst_call_849faf4fe6ecfd63ea68,DST,11th INDIA-SPAIN Joint Call for R&D&I Projects 2024,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,19/12/2024,20/06/2025,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: start-up.,MULTI_SECTOR,Critical Minerals & Advanced Materials,Renewable Energy & Energy Storage; Healthcare & MedTech,Official call evidence contains Critical Minerals & Advanced Materials: advanced materials; Renewable Energy & Energy Storage: smart grids; Healthcare & MedTech: medical device.,false,https://dst.gov.in/callforproposals/11th-india-spain-joint-call-rdi-projects-2024,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,12,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_f275d3f6d88cc061be4f,DST,Call for Proposals Undergraduate Teaching Laboratories in Quantum Technologies,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,25/07/2025,24/08/2025,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,"Beneficiary evidence without a resolved programme: startup, entrepreneur.",SPECIFIC,Quantum Technology,,Official call evidence contains Quantum Technology: quantum technologies.,false,https://dst.gov.in/callforproposals/call-proposals-undergraduate-teaching-laboratories-quantum-technologies,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,16,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_776598637e06a927b30f,DST,Call for proposals for NIDHI Seed Support Program (NIDHI SSP),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,dst_programme_nidhi_ssp,ALIAS_MATCH,Matched authoritative alias: NIDHI Seed Support Program.,25/05/2021,25/06/2021,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: nidhi.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-nidhi-seed-support-program-nidhi-ssp,,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,20,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_376598a0b98ad84bbae2,DST,Call for proposals for NIDHI i TBI (Inclusive Technology Business Incubator) program,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,dst_programme_nidhi_itbi,ALIAS_MATCH,Matched authoritative alias: Inclusive Technology Business Incubator.,25/05/2021,25/06/2021,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,"Explicit title evidence: nidhi, technology business incubator, incubator.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposals-nidhi-i-tbi-inclusive-technology-business-incubator-program,,https://dst.gov.in/archive-call-for-proposals?page=9,CALL_INDEX_CONTAINER,19,2026-07-10T09:24:36+00:00,,,,,,,,,,,,
dst_call_119eb97d157dd34ade48,DST,New Gen Innovation Entrepreneurship Development Center- 2018,CALL_INSTANCE,OPPORTUNITY_NOTICE,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,04/01/2018,28/02/2018,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: entrepreneurship.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/new-gen-innovation-entrepreneurship-development-center-2018,,https://dst.gov.in/archive-call-for-proposals?page=2,CALL_INDEX_CONTAINER,20,2026-07-10T09:24:28+00:00,,,,,,,,,,,,
dst_call_997aca2dfb1b431ccdf3,DST,Student Startup NIDHI Award-2018,CALL_INSTANCE,AWARD_CALL,DIRECT_BENEFICIARY,Official evidence indicates a startup/innovator applicant: student startup.,dst_programme_nidhi,UMBRELLA_ONLY_REVIEW,Matched authoritative alias: NIDHI.,04/01/2018,28/02/2018,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,"Explicit title evidence: student startup, nidhi.",UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/student-startup-nidhi-award-2018,,https://dst.gov.in/archive-call-for-proposals?page=3,CALL_INDEX_CONTAINER,1,2026-07-10T09:24:29+00:00,,,,,,,,,,,,
dst_call_54027ee6b550f0d51e07,DST,India-Finland Joint Innovation Call 2026,CALL_INSTANCE,CALL_FOR_APPLICATIONS,UNKNOWN,The official call addresses Indian companies; startup applicability requires curator confirmation.,,UNRESOLVED,"TDB implements this bilateral call, but implementation alone does not prove that TDB Core Funding is its permanent parent.",01/04/2026,28/08/2026,OPEN,Verification date falls within the official opening and closing dates.,REVIEW_REQUIRED,"Eligible Indian applicants are for-profit Indian companies, which can include incorporated startups, but the official call does not explicitly designate startups as a beneficiary class.",MULTI_SECTOR,ClimateTech & Clean Energy,Artificial Intelligence & Data; Electronics & Semiconductors; Mobility & Electric Vehicles,"The official TDB page lists sustainable energy, advanced digital technologies, microelectronics/power electronics and electric vehicles among the call priorities.",false,https://dst.gov.in/callforproposals-0,,https://dst.gov.in/call-for-proposals,CALL_INDEX_CONTAINER,2,2026-07-11T07:51:42+00:00,"Indian for-profit companies registered under the Companies Act, subject to ownership and capability requirements","Up to INR 2.5 crore or 50 percent of Indian project cost, whichever is lower, as a grant.",25000000,https://www.e-techcom.tdb.gov.in,,Curated from official DST and TDB pages on 2026-07-11; startup applicability requires human confirmation.,Technology Development Board,INDIAN_IMPLEMENTING_AGENCY,OFFICIAL_DATE_WINDOW,Official DST and TDB pages state that the call is open from 1 April 2026 until 28 August 2026.,2026-07-11,
dst_call_61786dbaf43ee59bf60f,DST,Deadline Extended for submission of proposal under Hydrogen & Fuel Cell (HFC) program - 2023 up to 30th January 2024,CALL_INSTANCE,DEADLINE_EXTENSION,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,20/10/2023,30/01/2024,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: startup.,SPECIFIC,Renewable Energy & Energy Storage,,Official call evidence contains Renewable Energy & Energy Storage: hydrogen.,false,https://dst.gov.in/callforproposals/deadline-extended-submission-proposal-under-hydrogen-fuel-cell-hfc-program-2023,,https://dst.gov.in/archive-call-for-proposals?page=14,CALL_INDEX_CONTAINER,8,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_57548200ae9b40d095c5,DST,Call for Proposals under EVolutionS Program to support Startups in Electric Vehicle Component Manufacturing,CALL_INSTANCE,CALL_FOR_PROPOSALS,DIRECT_BENEFICIARY,Official evidence indicates a startup/innovator applicant: support startups.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,16/04/2025,30/05/2025,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: startups.,SPECIFIC,Mobility & Electric Vehicles,,Official call evidence contains Mobility & Electric Vehicles: electric vehicle.,false,https://dst.gov.in/callforproposals/call-proposals-under-evolutions-program-support-startups-electric-vehicle-component,,https://dst.gov.in/archive-call-for-proposals?page=16,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:55+00:00,,,,,,,,,,,,
dst_call_5ed7a2daf98bbd1f1c7b,DST,DST- Training Programme on Entrepreneurship: 2020-21: Call for Proposals,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,21/05/2020,30/06/2020,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: entrepreneurship.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/dst-training-programme-entrepreneurship-2020-21-call-proposals,https://dst.gov.in/sites/default/files/DST-Training%20Programme%20on%20Entrepreneurship-1.pdf,https://dst.gov.in/archive-call-for-proposals?page=8,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_3c3bf3f16228983e7ee7,DST,iTBI Call for Proposals Under NIDHI Programme,CALL_INSTANCE,CALL_FOR_PROPOSALS,INTERMEDIARY_IMPLEMENTER,Official evidence indicates an intermediary applicant: itbi call for proposals.,dst_programme_nidhi_itbi,ALIAS_MATCH,Matched authoritative alias: iTBI Call for Proposals.,02/06/2023,30/06/2023,CLOSED,Official closing date is before the verification date.,STARTUP_ECOSYSTEM_CALL,Official evidence indicates an intermediary applicant: itbi call for proposals. This is related to startup support but is not a direct founder opportunity.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/itbi-call-proposals-under-nidhi-programme,https://dst.gov.in/sites/default/files/iTBI%20Guideline%20%281%29.pdf,https://dst.gov.in/archive-call-for-proposals?page=13,CALL_INDEX_CONTAINER,10,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_473c054215c96727ac96,DST,Call for Proposal of NIDHI PRAYAS Program.,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,dst_programme_nidhi_prayas,ALIAS_MATCH,Matched authoritative alias: NIDHI-PRAYAS.,01/07/2019,31/07/2019,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: nidhi.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-proposal-nidhi-prayas-program,https://dst.gov.in/sites/default/files/nidhiprayas.pdf,https://dst.gov.in/archive-call-for-proposals?page=6,CALL_INDEX_CONTAINER,9,2026-07-10T09:24:32+00:00,,,,,,,,,,,,
dst_call_a1b7b24f382481d6a881,DST,SSP Call for Proposals under NIDHI Programme,CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,dst_programme_nidhi_ssp,ALIAS_MATCH,Matched authoritative alias: SSP Call for Proposals.,07/07/2023,31/07/2023,CLOSED,Official closing date is before the verification date.,STARTUP_RELEVANT,Explicit title evidence: nidhi.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/ssp-call-proposals-under-nidhi-programme,,https://dst.gov.in/archive-call-for-proposals?page=13,CALL_INDEX_CONTAINER,13,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_f055e75e51d6707ff34b,DST,Call for Proposals on Building U.S.-India Partnerships to Drive Innovation in Critical Minerals and Quantum Technology,CALL_INSTANCE,CALL_FOR_PROPOSALS,DIRECT_BENEFICIARY,The official call directly seeks joint S&T-based entrepreneurial initiatives.,,UNRESOLVED,USISTEF is the implementing programme; it is not yet represented as a curator-approved permanent parent identity.,30/06/2026,31/07/2026,OPEN,Verification date falls within the official opening and closing dates.,STARTUP_RELEVANT,The current official page explicitly seeks S&T-based entrepreneurial initiatives beyond ideation with commercialization potential.,MULTI_SECTOR,Quantum Technology,Critical Minerals & Advanced Materials,The official current call explicitly limits proposals to quantum technologies and critical minerals/supply-chain resilience.,false,https://dst.gov.in/callforproposals-1,,https://dst.gov.in/call-for-proposals,CALL_INDEX_CONTAINER,3,2026-07-11T07:51:42+00:00,Joint U.S.-India S&T-based entrepreneurial initiatives beyond ideation stage,Grant-in-aid up to INR 1.5 crore per project for up to 24 months.,15000000,https://endowment.iusstf.org/login,,Curated from the official DST page on 2026-07-11.,Indo-U.S. Science and Technology Forum,USISTEF_SECRETARIAT,OFFICIAL_DATE_WINDOW,Official DST page states that online submission is open until 31 July 2026.,2026-07-11,
dst_call_e190b6c2e0d3986f59bb,DST,India-Russia Joint Technology Assessment and Accelerated Commercialization Programme Call for Application from Indian Techno-Entrepreneurs,CALL_INSTANCE,CALL_FOR_APPLICATIONS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,27/08/2020,31/10/2020,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: entrepreneur.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/india-russia-joint-technology-assessment-and-accelerated-commercialization,,https://dst.gov.in/archive-call-for-proposals?page=8,CALL_INDEX_CONTAINER,16,2026-07-10T09:24:34+00:00,,,,,,,,,,,,
dst_call_05fe29bf9789c30e7576,DST,Call for Project Proposals under Scheduled Caste Sub Plan (SCSP) and Tribal Sub Plan (TSP),CALL_INSTANCE,CALL_FOR_PROPOSALS,UNKNOWN,The direct applicant layer requires curation.,,UNRESOLVED,No authoritative programme alias occurs in the call evidence.,12/09/2023,31/10/2023,CLOSED,Official closing date is before the verification date.,REVIEW_REQUIRED,Beneficiary evidence without a resolved programme: entrepreneur.,UNKNOWN,,,No explicit sector phrase was found in official call evidence.,true,https://dst.gov.in/callforproposals/call-project-proposals-under-scheduled-caste-sub-plan-scsp-and-tribal-sub-plan-tsp,,https://dst.gov.in/archive-call-for-proposals?page=14,CALL_INDEX_CONTAINER,3,2026-07-10T09:24:57+00:00,,,,,,,,,,,,
dst_call_ad97ef5a54f5ff3da99f,DST,1st Open Call under RDI Fund through TDB as Second-Level Fund Manager,CALL_INSTANCE,OPEN_FUNDING_CALL,DIRECT_BENEFICIARY,"Eligible Indian technology entities, including DPIIT-recognised startups at TRL 4 and above, apply through TDB's RDIF registration route.",dst_programme_rdif,CURATED_OFFICIAL_RELATIONSHIP,RDIF is the permanent fund; TDB is its designated Second-Level Fund Manager for this application route.,,,OPEN,Open status is supported by the active official Apply Now route and operational RDIF registration form; no closing date is published.,STARTUP_RELEVANT,The official TDB page explicitly includes DPIIT-defined startups among eligible technology entities receiving RDIF support through SLFMs.,MULTI_SECTOR,Deep Technology,ClimateTech & Clean Energy; Artificial Intelligence & Data; Biotechnology & Medical Technologies; Digital Economy & AgriTech; Space Technology; Semiconductors & Electronics,"The official RDIF/TDB pages enumerate sunrise and strategic sectors including clean energy, quantum, robotics, space, AI, agriculture, health, biotechnology, medical devices and the digital economy.",false,https://tdb.gov.in/rdi_slfm,,https://tdb.gov.in/rdi_slfm,MONITORED_OFFICIAL_APPLICATION_PAGE,,2026-07-11T07:51:42+00:00,"Indian legal entities including DPIIT-defined startups, companies, partnerships and LLPs; resident-Indian control, Indian headquarters and RDI-intensive technology at TRL 4 or above are required","Long-tenure collateral-free loan, equity or hybrid support; normally up to 50% of assessed project cost. No grant funding. TDB states 3%–4% interest and a 12–15 year period for RDIF loans.",,https://www.e-techcom.tdb.gov.in/rdif-registration.php,https://tdb.gov.in/sites/default/files/2026-01/2026_ig.pdf,"Curated from official DST, RDIF/ANRF and TDB sources on 2026-07-11.",Technology Development Board,SECOND_LEVEL_FUND_MANAGER,EXPLICIT_OFFICIAL_APPLY_ROUTE,The official TDB RDIF-SLFM page displays an active Apply Now link to the RDIF registration portal; the TDB page was last updated on 08/07/2026.,2026-07-11,TRL_4_AND_ABOVE
