canonical_name,original_canonical_name,entity_type,source_entity_type,record_kind,application_status,programme_status,opening_date,closing_date,official_page_url,application_url,source,ministry,implementing_agency,startup_relevance,parent_master_id,parent_scheme_name,parent_resolution,existing_master_id,existing_public_record,identity_family,disposition,decision_reason,document_role,source_candidate_id,source_candidate_ids,source_candidate_count,source_evidence_id,evidence_ids,source_titles,source_urls,evidence_excerpt,status_evidence,quality_flags,publication_eligible,apply_action_allowed
G20Diaoverview,G20Diaoverview,CHALLENGE_CALL,CHALLENGE_CALL,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/g20dia/g20diaoverview,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,meitycall_2f886d6194cb0b281a16,Xr Startup Program,MATCHED_EXISTING_PROGRAMME,meitycall_056b139f54fba2e7a8b3,False,g20diaoverview,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_846f9894ffa68dca7219,meity380_846f9894ffa68dca7219,1,meityev_43f52647197988444a4a,meityev_43f52647197988444a4a,G20Diaoverview,https://msh.meity.gov.in/g20dia/g20diaoverview,"meitycall_056b139f54fba2e7a8b3 G20Diaoverview MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/g20diaoverview VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False G20Diaoverview Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > G20 DIA OVERVIEW G20- Digital Innovation Alliance Welcome to the G20 Digital Innovation Alliance Summit! India's presidency of the G20 Summit is a source of immense pride. As part of this presidency, the Ministry of Electronics and Information Technol","meitycall_056b139f54fba2e7a8b3 G20Diaoverview MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/g20diaoverview VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False G20Diaoverview Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > G20 DIA OVERVIEW G20- Digital Innovation Alliance Welcome to the G20 Digital Innovation Alliance Summit! India's presidency of the G20 Summit is a source of immense pride. As part of this presidency, the Ministry of Electronics and Information Technology (MeitY), Government of India, and the MeitY Start-up Hub are organizing the G20 Digital Innovation Alliance Summit in Bengaluru at the Bangalore Palace, from August 17th to 19th, 2023. With the focal theme, 'Driving Digital Innovation for World Economies', the Summit anticipates substantial part",,False,False
Mathworks,Mathworks,CHALLENGE_CALL,CHALLENGE_CALL,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/program/mshcorporate/mathworks,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_AND_ECOSYSTEM,meitycall_c53a5b2578e3b03d7291,Mathworks,MATCHED_EXISTING_PROGRAMME,meitycall_c53a5b2578e3b03d7291,False,mathworks,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_bbcca6b3bb1ff6d1521c,meity380_971cd0162a4ac361665d;meity380_bbcca6b3bb1ff6d1521c,2,meityev_9575399a57bd05effb18,meityev_9575399a57bd05effb18;meityev_db5a426f8ce9a0c86c00,Mathworks,https://msh.meity.gov.in/program/mshcorporate/mathworks,"meitycall_c53a5b2578e3b03d7291 Mathworks MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/mathworks VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Mathworks Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MATHWORKS MEITY STARTUP HUB AND MATHWORKS PARTNER TO ACCELERATE DEEP TECH INNOVATION MeitY Startup Hub (MSH) has signed a Statement of Intent (SoI) with MathWorks to bolster India’s deep tech startup ecosystem, providing access to stat","meitycall_c53a5b2578e3b03d7291 Mathworks MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/mathworks VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Mathworks Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MATHWORKS MEITY STARTUP HUB AND MATHWORKS PARTNER TO ACCELERATE DEEP TECH INNOVATION MeitY Startup Hub (MSH) has signed a Statement of Intent (SoI) with MathWorks to bolster India’s deep tech startup ecosystem, providing access to state-of-the-art computational tools, advanced simulation models, and world-class training resources. As part of this partnership, MathWorks will provide complimentary access to over 100 products under its Accelerator Program, including MATLAB® and Simulink, for 12 months to all MeitY associated startup",ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
CREST Semiconductor Accelerator for Early-Stage Startups,CREST Semiconductor Accelerator for Early-Stage Startups,ACCELERATOR_COHORT,ACCELERATOR_COHORT,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/program/mshcorporate/micron,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,meitycall_0c7011d0b31e008b13b8,Micron,MATCHED_EXISTING_PROGRAMME,meitycall_0c7011d0b31e008b13b8,False,crest semiconductor accelerator for early stage startups,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_4addec90cfd2b6e4fc38,meity380_4addec90cfd2b6e4fc38;meity380_d84445d5a21cb05a9378,2,meityev_01881c85642c87cabfbf,meityev_01881c85642c87cabfbf;meityev_8bfcb41b446cdd8725d2,CREST Semiconductor Accelerator for Early-Stage Startups;Micron,https://msh.meity.gov.in/program/mshcorporate/micron,"meitycall_0c7011d0b31e008b13b8 Micron CREST Semiconductor Accelerator for Early-Stage Startups https://msh.meity.gov.in/program/mshcorporate/micron The official page describes a launched accelerator, but the specific cohort window and historical closure are not yet evidenced. Recover cohort dates, selection result and applicant-layer evidence. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MICRON MEITY STARTUP HUB (MSH), MICRON AND PIEDS, CREST (BITS PILANI), LAUNCH A SEMICONDUCTOR ACCELERATOR FOR EARLY-STAGE STARTUPS MeitY Startup Hub (MSH) an independent division of the Ministry of Electronics & Information Technology (MeitY), Government of India in partnership with Micron and PIEDS, the Technology Business Incubator and Center for Research Excellence in Semiconducto","meitycall_0c7011d0b31e008b13b8 Micron CREST Semiconductor Accelerator for Early-Stage Startups https://msh.meity.gov.in/program/mshcorporate/micron The official page describes a launched accelerator, but the specific cohort window and historical closure are not yet evidenced. Recover cohort dates, selection result and applicant-layer evidence. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > MICRON MEITY STARTUP HUB (MSH), MICRON AND PIEDS, CREST (BITS PILANI), LAUNCH A SEMICONDUCTOR ACCELERATOR FOR EARLY-STAGE STARTUPS MeitY Startup Hub (MSH) an independent division of the Ministry of Electronics & Information Technology (MeitY), Government of India in partnership with Micron and PIEDS, the Technology Business Incubator and Center for Research Excellence in Semiconductor Technologies (CREST) of BITS Pilani announced today the launch of CREST accelerator program for startups in Semiconductor domain. The accelerator program will curate a cohort of startups and provide each with funding of up to Rs. 10 Lacs, with an opportunity to raise further investment at the end ",ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
XR Startup Program,XR Startup Program,CHALLENGE_CALL,CHALLENGE_CALL,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_AND_ECOSYSTEM,meitycall_2f886d6194cb0b281a16,Xr Startup Program,MATCHED_EXISTING_PROGRAMME,meitycall_2f886d6194cb0b281a16,False,xr startup program,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_ff5b65d75a51ac3d7f1d,meity380_e2809214946622f65fbc;meity380_ff5b65d75a51ac3d7f1d,2,meityev_d3a0b557f4434715fb97,meityev_a8e4eb7b7320c34309f0;meityev_d3a0b557f4434715fb97,XR Startup Program;Xr Startup Program,https://msh.meity.gov.in/program/mshcorporate/xr-startup-program,"meitycall_2f886d6194cb0b281a16 Xr Startup Program XR Startup Program https://msh.meity.gov.in/program/mshcorporate/xr-startup-program A startup accelerator programme identity is established, but no dated application call or completed cohort instance is currently separated from the permanent programme page. Discover and link individual accelerator or grand-challenge cohort windows. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Shortlisted Startups XR Startup Program A program to discover, nurture, and accelerate XR technology startups across India. About the program XR Startup Program is a collaboration between Meta and MeitY Startup Hub (MSH). The program aims to accelerate India’s contribution towards building the foundations of the metaverse and nurturing the development of Extended Reality (","meitycall_2f886d6194cb0b281a16 Xr Startup Program XR Startup Program https://msh.meity.gov.in/program/mshcorporate/xr-startup-program A startup accelerator programme identity is established, but no dated application call or completed cohort instance is currently separated from the permanent programme page. Discover and link individual accelerator or grand-challenge cohort windows. True False Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN Shortlisted Startups XR Startup Program A program to discover, nurture, and accelerate XR technology startups across India. About the program XR Startup Program is a collaboration between Meta and MeitY Startup Hub (MSH). The program aims to accelerate India’s contribution towards building the foundations of the metaverse and nurturing the development of Extended Reality (XR) technologies in India. The metaverse is the next generation of the internet. It will be a set of digital spaces, including 3D experiences that are all interconnected so people can easily move between them and will let people do things they could not do in the physical world. While the defining q",ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
Vivatech,Vivatech,CHALLENGE_CALL,CHALLENGE_CALL,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/program/mshinternational/vivatech,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,meitycall_f76675fa4a424f58ed0b,Vivatech,MATCHED_EXISTING_PROGRAMME,meitycall_f76675fa4a424f58ed0b,False,vivatech,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_5c04fed0bf6368c68d90,meity380_5c04fed0bf6368c68d90,1,meityev_ff742e241c6780ab58f4,meityev_ff742e241c6780ab58f4,Vivatech,https://msh.meity.gov.in/program/mshinternational/vivatech,"meitycall_f76675fa4a424f58ed0b Vivatech MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshinternational/vivatech VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Vivatech Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > Global Startup Bridge > VIVATECH VIVATECH 2022 VIVATECH is Europe’s biggest startup and tech event which accelerates innovation by connecting startups, tech leaders, major corporations, and investors responding to the world’s biggest challenges. From","meitycall_f76675fa4a424f58ed0b Vivatech MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshinternational/vivatech VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Vivatech Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > Global Startup Bridge > VIVATECH VIVATECH 2022 VIVATECH is Europe’s biggest startup and tech event which accelerates innovation by connecting startups, tech leaders, major corporations, and investors responding to the world’s biggest challenges. From keynote speakers and exhibits to labs and live experiences, VIVATECH 2022 was a celebration of today’s innovative technologies that have the power to transform the future. India was the “Country of the Year” partner of VIVATECH 2022 in Paris. MeitY Startup Hub delegation participated in the 4-day e",,False,False
SAMRIDH,SAMRIDH,ACCELERATOR_COHORT,ACCELERATOR_COHORT,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/schemes/samridh,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_AND_ECOSYSTEM,,SAMRIDH,MATCHED_DISCOVERED_PROGRAMME,,False,samridh,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_5594ed5732ac2f2b042a,meity380_103fdbe0eeb36b023d69;meity380_5594ed5732ac2f2b042a,2,meityev_66176773e5c2d943b139,meityev_66176773e5c2d943b139;meityev_ee6cd7a7e2df48ef4737,SAMRIDH;Samridh,https://msh.meity.gov.in/schemes/samridh,"meity_call_review_samridh_first_round_v34201 147173e17ea741687247 SAMRIDH SAMRIDH First-Round Cohort COHORT_INSTANCE FIRST_ROUND https://msh.meity.gov.in/schemes/samridh HAS_COHORT_INSTANCE The official scheme page refers to a first-round cohort involving 22 accelerators and 175 startups. Create a separate historical cohort instance only after official opening dates, closing dates and cohort notice evidence are located. false OPEN NEEDS_CALL_EVIDENCE Do not merge first-round results or participant counts into the permanent SAMRIDH identity.","meity_call_review_samridh_first_round_v34201 147173e17ea741687247 SAMRIDH SAMRIDH First-Round Cohort COHORT_INSTANCE FIRST_ROUND https://msh.meity.gov.in/schemes/samridh HAS_COHORT_INSTANCE The official scheme page refers to a first-round cohort involving 22 accelerators and 175 startups. Create a separate historical cohort instance only after official opening dates, closing dates and cohort notice evidence are located. false OPEN NEEDS_CALL_EVIDENCE Do not merge first-round results or participant counts into the permanent SAMRIDH identity.",ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
Inviting Applications Agrienics Grand Challenge,Inviting Applications Agrienics Grand Challenge,GRAND_CHALLENGE,GRAND_CHALLENGE,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://www.meity.gov.in/content/inviting-applications-agrienics-grand-challenge,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,RELEVANCE_REVIEW,,,PARENT_REQUIRES_ADMIN_VERIFICATION,,False,inviting applications agrienics grand challenge,PURIFIED_CALL_OR_CHALLENGE,Call/challenge identity retained for review.,,meity380_9e21a5ee4a964488f9dd,meity380_9e21a5ee4a964488f9dd,1,meityev_6ea11fc43306ed33cda0,meityev_6ea11fc43306ed33cda0,Inviting Applications Agrienics Grand Challenge,https://www.meity.gov.in/content/inviting-applications-agrienics-grand-challenge,,,PARENT_UNRESOLVED,False,False
IHMCL Barrier-less Free-flow Tolling and Intelligent Traffic Management Hackathon,Ihmcl,HACKATHON,HACKATHON,APPLICATION_CALL,VERIFICATION_REQUIRED,VERIFICATION_REQUIRED,,,https://msh.meity.gov.in/program/mshcorporate/ihmcl,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,meitycall_b2b15a80eaf08c64193e,Ihmcl,MATCHED_EXISTING_PROGRAMME,meitycall_b2b15a80eaf08c64193e,False,IHMCL Barrier-less Free-flow Tolling and Intelligent Traffic Management Hackathon,PURIFIED_CALL_OR_CHALLENGE,Known challenge/hackathon family; not a permanent scheme.,,meity380_cf8f3e21f48a5eaa8ed4,meity380_1b40f41e18665500531d;meity380_cf8f3e21f48a5eaa8ed4,2,meityev_c0a5584a8490399a415a,meityev_5cc2fd510fc1ae475e43;meityev_c0a5584a8490399a415a,IHMCL Barrier-less Free-flow Tolling and Intelligent Traffic Management Hackathon;Ihmcl,https://msh.meity.gov.in/program/mshcorporate/ihmcl,"meitycall_b2b15a80eaf08c64193e Ihmcl MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/ihmcl VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Ihmcl Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > IHMCL BARRIER-LESS FREE-FLOW TOLLING SYSTEM AND INTELLIGENT TRAFFIC MANAGEMENT SYSTEM FOR IHMCL Background: With a view to leveraging the innovations by the Indian entrepreneurs and in line with mission of Digital India, Indian Highways Management","meitycall_b2b15a80eaf08c64193e Ihmcl MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/program/mshcorporate/ihmcl VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False Ihmcl Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN PROGRAMS > MSH CORPORATE > IHMCL BARRIER-LESS FREE-FLOW TOLLING SYSTEM AND INTELLIGENT TRAFFIC MANAGEMENT SYSTEM FOR IHMCL Background: With a view to leveraging the innovations by the Indian entrepreneurs and in line with mission of Digital India, Indian Highways Management Company Limited (IHMCL) in collaboration with MeitY Startup Hub (MSH) organized a Hackathon with Indian start-ups for cost effective smart tolling solutions-based Barrier-less Free-flow Tolling System and Intelligent Traffic Management System. Read More >> Get to Know Terms & Conditions Sitemap Car",ALIASES_AND_EVIDENCE_CONSOLIDATED,False,False
The Summit,The Summit,RESULT_ANNOUNCEMENT,RESULT_ANNOUNCEMENT,CALL_EVENT,HISTORICAL_CLOSED,HISTORICAL_CLOSED,,,https://msh.meity.gov.in/g20dia/the-summit,,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,,,RELATED_CALL_REQUIRES_ADMIN_VERIFICATION,meitycall_8d44c653724d98cb049d,False,the summit,PURIFIED_HISTORICAL_EVENT,Historical or result evidence retained.,,meity380_45fcb452a47415cc5e5a,meity380_45fcb452a47415cc5e5a,1,meityev_11ca533254a8c710358a,meityev_11ca533254a8c710358a,The Summit,https://msh.meity.gov.in/g20dia/the-summit,"meitycall_8d44c653724d98cb049d The Summit MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/the-summit VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False The Summit Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > The Summit Conference The 3-day Conference at the G20 Digital Innovation Alliance Summit is set to be a convergence of innovation, collaboration, and transformative ideas under the central event theme- 'Driving Digital Innovation for World Economies'. Bringing to","meitycall_8d44c653724d98cb049d The Summit MeitY Startup Hub Ministry of Electronics and Information Technology (MeitY) MeitY Startup Hub APPLICATION_CALL CALL_INSTANCE 147173e17ea741687247 SAMRIDH CURATED_OFFICIAL_RELATIONSHIP https://msh.meity.gov.in/g20dia/the-summit VERIFICATION_REQUIRED INSUFFICIENT_CURRENT_STATUS_EVIDENCE No verified current deadline and official application route were established. REQUIRES_ADMIN_VERIFICATION DIRECT_OR_REVIEW_REQUIRED UNKNOWN 0.600 True False The Summit Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 ABOUT US SCHEMES PROGRAM NETWORKS RESOURCE MEDIA REGISTER LOGIN G20 DIA > The Summit Conference The 3-day Conference at the G20 Digital Innovation Alliance Summit is set to be a convergence of innovation, collaboration, and transformative ideas under the central event theme- 'Driving Digital Innovation for World Economies'. Bringing together start-ups, Central & State government agencies, corporates, research and development institutions, and academia from G20 member countries and 9 guest countries, the conference will serve as a platform for global digital advancements. Key Focus Sectors Winner of G20-DIA Global Pitching Edtech ",RELATED_CALL_UNRESOLVED,False,False
Advancing India’s Startup Ecosystem: MeitY Startup Hub & Razorpay Partnership,Advancing India’s Startup Ecosystem: MeitY Startup Hub & Razorpay Partnership,RESULT_ANNOUNCEMENT,RESULT_ANNOUNCEMENT,CALL_EVENT,HISTORICAL_CLOSED,HISTORICAL_CLOSED,,,https://msh.meity.gov.in/program/mshcorporate/razorpaypartnership,https://msh.meity.gov.in/about/applyforthelogo,MeitY Startup Hub,Ministry of Electronics and Information Technology (MeitY),MeitY Startup Hub,STARTUP_DIRECT,,,RELATED_CALL_REQUIRES_ADMIN_VERIFICATION,,False,advancing india s startup ecosystem meity startup hub razorpay partnership,PURIFIED_HISTORICAL_EVENT,Historical or result evidence retained.,,meity380_c91d338b4e9ceb62bb73,meity380_c91d338b4e9ceb62bb73,1,meityev_fdcbbebf24f2144180f7,meityev_fdcbbebf24f2144180f7,Advancing India’s Startup Ecosystem: MeitY Startup Hub & Razorpay Partnership,https://msh.meity.gov.in/program/mshcorporate/razorpaypartnership,"MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Me","MeityStartupHub Skip to main content meity-sthub@gov.in Contact : +91-11-24301244 A + A - A A A REGISTER LOGIN ABOUT US Organisation Profile Team DIC MSH logo usage guidelines Apply for MSH logo Newsletter Contact Us Innovation Patent & IPR Support SCHEMES SAMRIDH TIDE 2.0 SITAA SASACT GENESIS PROGRAM MSH Corporate SBI TALLY RAZORPAY PARTNERSHIP MATHWORKS MICRON SAMSUNG ""SOLVE FOR TOMORROW"" GOOGLE APPSCALE 2023 IMPACT BHUMI - BSF DRISHTI - SSB IHMCL META XR Startup Program Global Startup Bridge IFTECH BRUSSELS 2025 VIVATECH 2023 VIVATECH 2022 COE INCUBATOR NETWORKS Startups Incubators Mentors Accelerators COE Investors RESOURCE Labs Venue Space Co working space Equipment Startup School IPR Support MEDIA Press Releases Social Media News Gallery Events G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More Publications CAREERS MEDIA Press Releases Social Media News Gallery EVENTS G20 DIA Overview Exhibition Program at Glance The Summit Speakers & Juries Gallery More REGISTER LOGIN PARTICIPATE MedTech OCP 4.0 MedTech is a Center of Entrepreneurship in the field of MediElectronics and Health Deadline: Mar 29, 2023 PROGRAMS > MSH CORPORATE > RAZORPAY PAR",RELATED_CALL_UNRESOLVED;OPENING_DATE_CONTEXT_NOT_PROVEN;CLOSING_DATE_CONTEXT_NOT_PROVEN;FOOTER_DATE_REMOVED;FOOTER_OR_PAGE_DATE_REMOVED,False,False
