master_id,scheme_name,source,ministry,department,implementing_agency,normalized_record_kind,record_kind,programme_status,application_status,status_evidence,sector,scheme_type,target_beneficiaries,startup_stage,catalogue_inclusion,catalogue_section,current_decision,official_page_url,application_url,guideline_urls,opening_date,closing_date,funding_minimum,funding_maximum,currency,eligibility,benefits,application_process,required_documents,contact_details,last_verified_date,field_evidence,quarantine_reason,quarantined_at
dst_programme_85050962e6ea9b9c52be,National Council for Science & Technology Communication NCSTC,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/scientific-programmes/st-and-socio-economic-development/national-council-science-technology-communication-ncstc,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_fd5ddc89e4e40e2853e2,National Science & Technology Entrepreneurship Development Board,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/scientific-programmes/st-and-socio-economic-development/national-science-technology-entrepreneurship-development-board-nstedb,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_352ef289294a6dec8c89,Technology Mission Programme on Water and Clean Energy,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/technology-mission-programme-water-and-clean-energy,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_1956ba3cf06f4b89512d,Technology Development and Transfer,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/technology-development-and-transfer,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_fb332e7ab29f31178d4f,Science and Heritage Research Initiative (SHRI) Cell,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/science-and-heritage-research-initiative-shri-cell,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_8f106c6fdd32822c9c7e,National Geospatial Programme (erstwhile NRDMS),DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/national-geospatial-programme-erstwhile-nrdms,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_84b6b59a2ba5338c5e92,Promotion of University Research and Scientific Excellence,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/promotion-university-research-and-scientific-excellence-purse,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_b2115f0d42d44315493a,Sophisticated Analytical Instrument Facilities,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/sophisticated-analytical-instrument-facilities-saif-programme,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_9c8f082864566558e4ff,Synergistic Training program Utilizing the Scientific and Technological Infrastructure,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/synergistic-training-program-utilizing-scientific-and-technological-infrastructure-stuti,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_6108a336121d3ad5c780,Support for Up-gradation Preventive Repair & Maintenance of Equipment,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/scientific-programmes/support-gradation-preventive-repair-maintenance-equipment-supreme,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_3d2b842cedbcdf64ff77,Women in Science and Engineering-KIRAN,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/scientific-programmes/wise-kiran,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_93151f7f4280bc288577,National Science & Technology Management Information System,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/scientific-programmes/scientific-engineering-research/national-science-technology-management-information-system-nstmis,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
dst_programme_3972ee5052b4782c8810,Policy Research Cell,DST,Ministry of Science and Technology,Department of Science and Technology,Department of Science and Technology,SCHEME_OR_PROGRAMME,SCHEME_OR_PROGRAMME,SCHEME_INFORMATION_AVAILABLE,NO_CURRENT_APPLICATION_WINDOW_VERIFIED,Canonical identity locked from official DST source in SSIP v3.4.0.4; active calls are tracked separately.,Science & Technology,Programme,,,INCLUDED,REFERENCE_SCHEMES,APPROVED_FOR_DATABASE,https://dst.gov.in/policy-research-cell,,,,,,,INR,,,,,,2026-07-10,"{""identity_lock_version"":""3.4.0.4"",""public_status"":""Scheme information available"",""verification_status"":""IDENTITY_VERIFIED_ATTRIBUTES_PENDING""}",Removed from Startup Scheme Explorer because department ownership alone does not establish startup/innovator eligibility and access route.,2026-07-10T13:38:34+00:00
